indice,ambito_isced,cod_plan,cod_mec,curso_aca,municipio,nacionalidad,nuevo_ingreso,provincia,rama,sexo,titulacion,nombre_plan_propio,universidad,cod_universidad,cod_tipo_matricula,tipo_matricula,id
418,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
419,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QQYrr#####
420,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
421,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
422,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
423,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,XAmvh#####
424,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
425,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
426,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
427,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nVbGm#####
428,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
429,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
430,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
431,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,myVPp#####
432,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
433,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
434,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
435,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,mzVlY#####
436,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
437,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
438,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
439,Tecnología,Máster-Universitario-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Máster Universitario en Ingeniería Informática,Máster-Universitario-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,eFLzU#####
440,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
441,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
442,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
443,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QZgME#####
444,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
445,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
446,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
447,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,bUgac#####
448,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
449,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
450,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
451,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,SnMqp#####
452,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
453,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
454,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
455,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,AkAzT#####
456,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
457,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
458,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
459,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,Klacn#####
460,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
461,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
462,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
463,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,ZYhhA#####
464,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
465,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
466,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
467,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,cRbFY#####
468,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
469,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
470,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
471,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,nijSa#####
472,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
473,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
474,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
475,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,IsZVG#####
476,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,hbqIn#####
477,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,hbqIn#####
478,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,hbqIn#####
479,Tecnología,Grado-en-Ingeniería-Informática,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería Informática,Grado-en-Ingeniería-Informática-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,hbqIn#####
480,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LIWPC#####
481,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LIWPC#####
482,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LIWPC#####
483,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LIWPC#####
484,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LcSPR#####
485,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LcSPR#####
486,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LcSPR#####
487,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,LcSPR#####
488,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kVJAd#####
489,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Femenino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kVJAd#####
490,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kVJAd#####
491,Tecnología,Grado-en-Ingeniería-de-Telecomunicaciones,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería de Telecomunicaciones,Grado-en-Ingeniería-de-Telecomunicaciones-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,kVJAd#####
492,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,GvaWB#####
493,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,GvaWB#####
494,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,GvaWB#####
495,Tecnología,Grado-en-Ingeniería-Electrónica,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ingeniería y Arquitectura,Masculino,Grado en Ingeniería Electrónica,Grado-en-Ingeniería-Electrónica-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,GvaWB#####
496,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,KaMIw#####
497,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,KaMIw#####
498,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,KaMIw#####
499,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,KaMIw#####
500,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QbYSP#####
501,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QbYSP#####
502,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QbYSP#####
503,Tecnología,Grado-en-Matemáticas-Aplicadas,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Matemáticas Aplicadas,Grado-en-Matemáticas-Aplicadas-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,QbYSP#####
504,Tecnología,Grado-en-Enfermería,Y7X359,2017/2018,Santa Cruz de Tenerife,España,si,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,zZkOe#####
505,Tecnología,Grado-en-Enfermería,Y7X359,2018/2019,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,zZkOe#####
506,Tecnología,Grado-en-Enfermería,Y7X359,2019/2020,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Masculino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,zZkOe#####
507,Tecnología,Grado-en-Enfermería,Y7X359,2020/2021,Santa Cruz de Tenerife,España,no,Santa Cruz de Tenerife,Ciencias,Femenino,Grado en Enfermería,Grado-en-Enfermería-Plan Propio,Universidad de la Laguna,ULL015,N25H,Completa,zZkOe#####
