indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
2170,Electromagnetismo,ELECTROMAGNETISMO4273,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2171,Teoría de la Señal,TEORÍADELASEÑAL8247,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2172,Sistemas Digitales,SISTEMASDIGITALES9789,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2173,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS5767,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2174,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES6678,Grado-en-Ingeniería-de-Telecomunicaciones,2019/2020,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2175,Electromagnetismo,ELECTROMAGNETISMO6521,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2176,Teoría de la Señal,TEORÍADELASEÑAL5868,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2177,Sistemas Digitales,SISTEMASDIGITALES4803,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2178,Comunicaciones Ópticas,COMUNICACIONESÓPTICAS7081,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2179,Redes de Telecomunicaciones,REDESDETELECOMUNICACIONES4899,Grado-en-Ingeniería-de-Telecomunicaciones,2020/2021,xmOSk#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2180,Sistemas de Comunicación,SISTEMASDECOMUNICACIÓN9985,Máster-Universitario-en-Ingeniería-Informática,2017/2018,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2181,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS6716,Máster-Universitario-en-Ingeniería-Informática,2017/2018,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2182,Sistemas de Interacción Persona-Computador,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR3198,Máster-Universitario-en-Ingeniería-Informática,2017/2018,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2183,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA5703,Máster-Universitario-en-Ingeniería-Informática,2017/2018,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2184,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA2000,Máster-Universitario-en-Ingeniería-Informática,2017/2018,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2185,Procesos Psicosociales,PROCESOSPSICOSOCIALES4699,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2186,Fundamentos Físicos,FUNDAMENTOSFÍSICOS5530,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2187,Automatización y Control Industrial,AUTOMATIZACIÓNYCONTROLINDUSTRIAL5374,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2188,Ingeniería Fluidomecánica,INGENIERÍAFLUIDOMECÁNICA4370,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2189,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA5436,Máster-Universitario-en-Ingeniería-Informática,2018/2019,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2190,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS3279,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2191,Prácticas Clínicas II,PRÁCTICASCLÍNICASII3750,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2192,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA3080,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2193,Inglés Técnico,INGLÉSTÉCNICO5413,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2194,Sistemas de Comunicación,SISTEMASDECOMUNICACIÓN1401,Máster-Universitario-en-Ingeniería-Informática,2019/2020,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2195,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR4512,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2196,Fisíca 2,FISÍCA26126,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2197,Organización y Gestión Empresarial,ORGANIZACIÓNYGESTIÓNEMPRESARIAL7969,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2198,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS1426,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2199,Cálculo,CÁLCULO5864,Máster-Universitario-en-Ingeniería-Informática,2020/2021,QQYrr#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2200,Informática,INFORMÁTICA2314,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2201,Automatización y Control Industrial,AUTOMATIZACIÓNYCONTROLINDUSTRIAL3267,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2202,Expresión Gráfica,EXPRESIÓNGRÁFICA6715,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2203,Instrumentación Electrónica,INSTRUMENTACIÓNELECTRÓNICA9250,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2204,Elasticidad y Resistencia de Materiales,ELASTICIDADYRESISTENCIADEMATERIALES2017,Grado-en-Ingeniería-Electrónica,2017/2018,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2205,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA6733,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2206,Sistemas y Tecnologías Web Cliente,SISTEMASYTECNOLOGÍASWEBCLIENTE9443,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2207,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR9923,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2208,Ingeniería Logística,INGENIERÍALOGÍSTICA1388,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2209,Fisiología y Fisiopatología,FISIOLOGÍAYFISIOPATOLOGÍA9391,Grado-en-Ingeniería-Electrónica,2018/2019,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2210,Ánalisis de Datos Masivos,ÁNALISISDEDATOSMASIVOS1662,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2211,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS2286,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2212,Principios de Computadores,PRINCIPIOSDECOMPUTADORES5807,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2213,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR1765,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2214,Fundamentos de Ingeniería del Software,FUNDAMENTOSDEINGENIERÍADELSOFTWARE7514,Grado-en-Ingeniería-Electrónica,2019/2020,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2215,Enfermería Clinica I,ENFERMERÍACLINICAI9789,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2216,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN3965,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2217,Análisis de Sistemas Software,ANÁLISISDESISTEMASSOFTWARE4196,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2218,Ánalisis de Datos Masivos,ÁNALISISDEDATOSMASIVOS3776,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2219,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA7839,Grado-en-Ingeniería-Electrónica,2020/2021,XAmvh#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2220,Álgebra Lineal,ÁLGEBRALINEAL6075,Grado-en-Matemáticas-Aplicadas,2017/2018,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2221,Cálculo Diferencial,CÁLCULODIFERENCIAL8227,Grado-en-Matemáticas-Aplicadas,2017/2018,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2222,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA2670,Grado-en-Matemáticas-Aplicadas,2017/2018,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2223,Optimización,OPTIMIZACIÓN1274,Grado-en-Matemáticas-Aplicadas,2017/2018,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2224,Análisis Numérico,ANÁLISISNUMÉRICO6839,Grado-en-Matemáticas-Aplicadas,2017/2018,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2225,Álgebra Lineal,ÁLGEBRALINEAL7573,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2226,Cálculo Diferencial,CÁLCULODIFERENCIAL8893,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2227,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA5340,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2228,Optimización,OPTIMIZACIÓN3501,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2229,Análisis Numérico,ANÁLISISNUMÉRICO3399,Grado-en-Matemáticas-Aplicadas,2018/2019,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2230,Álgebra Lineal,ÁLGEBRALINEAL7128,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2231,Cálculo Diferencial,CÁLCULODIFERENCIAL7203,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2232,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA1279,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2233,Optimización,OPTIMIZACIÓN7514,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2234,Análisis Numérico,ANÁLISISNUMÉRICO7689,Grado-en-Matemáticas-Aplicadas,2019/2020,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2235,Álgebra Lineal,ÁLGEBRALINEAL8996,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2236,Cálculo Diferencial,CÁLCULODIFERENCIAL1930,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2237,Probabilidad y Estadística,PROBABILIDADYESTADÍSTICA3160,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2238,Optimización,OPTIMIZACIÓN8254,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2239,Análisis Numérico,ANÁLISISNUMÉRICO2523,Grado-en-Matemáticas-Aplicadas,2020/2021,nVbGm#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2240,Fundamentos Físicos para la Ingeniería,FUNDAMENTOSFÍSICOSPARALAINGENIERÍA8731,Grado-en-Ingeniería-Informática,2017/2018,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2241,Estructuras de Computadores,ESTRUCTURASDECOMPUTADORES7444,Grado-en-Ingeniería-Informática,2017/2018,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2242,Sistema Electrónicos Digitales,SISTEMAELECTRÓNICOSDIGITALES3574,Grado-en-Ingeniería-Informática,2017/2018,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2243,Inteligencia Emocional,INTELIGENCIAEMOCIONAL2996,Grado-en-Ingeniería-Informática,2017/2018,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2244,Modelado de Sistemas Software,MODELADODESISTEMASSOFTWARE6267,Grado-en-Ingeniería-Informática,2017/2018,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2245,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN1052,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2246,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD1824,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2247,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA8515,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2248,Informática,INFORMÁTICA7581,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2249,Gestión de la Calidad,GESTIÓNDELACALIDAD9836,Grado-en-Ingeniería-Informática,2018/2019,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2250,Organizaciones Empresariales,ORGANIZACIONESEMPRESARIALES3346,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2251,Modelado de Datos,MODELADODEDATOS7765,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2252,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA9943,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2253,Algoritmos y Estructuras de Datos Avanzados,ALGORITMOSYESTRUCTURASDEDATOSAVANZADOS1286,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2254,Ciencias Psicosociales Aplicadas,CIENCIASPSICOSOCIALESAPLICADAS4340,Grado-en-Ingeniería-Informática,2019/2020,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2255,Trabajo de Fin de Máster,TRABAJODEFINDEMÁSTER8348,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2256,Ingeniería Fluidomecánica,INGENIERÍAFLUIDOMECÁNICA1948,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2257,Prácticas Clinicas I,PRÁCTICASCLINICASI7255,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2258,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9553,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2259,Inteligencia Artificial,INTELIGENCIAARTIFICIAL1091,Grado-en-Ingeniería-Informática,2020/2021,myVPp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2260,Normativa y Regulación,NORMATIVAYREGULACIÓN4266,Grado-en-Enfermería,2017/2018,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2261,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA4171,Grado-en-Enfermería,2017/2018,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2262,Electrónica de Potencia,ELECTRÓNICADEPOTENCIA7716,Grado-en-Enfermería,2017/2018,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2263,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS8839,Grado-en-Enfermería,2017/2018,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2264,Administración y Diseño de Bases de Datos,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS5476,Grado-en-Enfermería,2017/2018,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2265,Ciencias Psicosociales Aplicadas,CIENCIASPSICOSOCIALESAPLICADAS3451,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2266,Informática Industrial,INFORMÁTICAINDUSTRIAL7509,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2267,Ingeniería de Materiales,INGENIERÍADEMATERIALES7998,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2268,Enfermería Clinica Avanzada I,ENFERMERÍACLINICAAVANZADAI4822,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2269,Prácticas Clinicas III,PRÁCTICASCLINICASIII5903,Grado-en-Enfermería,2018/2019,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2270,Fisiología y Fisiopatología,FISIOLOGÍAYFISIOPATOLOGÍA9591,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2271,Electrónica Digital,ELECTRÓNICADIGITAL7623,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2272,Optimización,OPTIMIZACIÓN1292,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2273,Enfermería Clinica I,ENFERMERÍACLINICAI8782,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2274,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS6799,Grado-en-Enfermería,2019/2020,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2275,Enfermería Comunitaria,ENFERMERÍACOMUNITARIA9799,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2276,Inteligencia Emocional,INTELIGENCIAEMOCIONAL9790,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2277,Informática Básica,INFORMÁTICABÁSICA4496,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2278,Enfermería Clinica II,ENFERMERÍACLINICAII4583,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2279,Prácticas Clinicas III,PRÁCTICASCLINICASIII8097,Grado-en-Enfermería,2020/2021,mzVlY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2280,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS1012,Máster-Universitario-en-Ingeniería-Informática,2017/2018,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2281,Oficina Técnica/Proyectos,OFICINATÉCNICA/PROYECTOS4215,Máster-Universitario-en-Ingeniería-Informática,2017/2018,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2282,Inglés Técnico,INGLÉSTÉCNICO2389,Máster-Universitario-en-Ingeniería-Informática,2017/2018,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2283,Procesos Psicosociales,PROCESOSPSICOSOCIALES9240,Máster-Universitario-en-Ingeniería-Informática,2017/2018,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2284,Ánalisis de Datos Masivos,ÁNALISISDEDATOSMASIVOS9670,Máster-Universitario-en-Ingeniería-Informática,2017/2018,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2285,Inteligencia Artificial,INTELIGENCIAARTIFICIAL8421,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2286,Sistemas de Interacción Persona-Computador,SISTEMASDEINTERACCIÓNPERSONA-COMPUTADOR7137,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2287,Informática,INFORMÁTICA6571,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2288,Proyectos de Instalaciones,PROYECTOSDEINSTALACIONES2292,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2289,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN9692,Máster-Universitario-en-Ingeniería-Informática,2018/2019,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2290,Inglés Técnico,INGLÉSTÉCNICO6499,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2291,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA7429,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2292,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS4753,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2293,Sistemas y Técnologías Web Arquitectura,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA9859,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2294,Inteligencia Emocional,INTELIGENCIAEMOCIONAL3335,Máster-Universitario-en-Ingeniería-Informática,2019/2020,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2295,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS3068,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2296,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD2266,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2297,Preveción de Riesgos Laborales,PREVECIÓNDERIESGOSLABORALES9594,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2298,Bases de Datos,BASESDEDATOS3779,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2299,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES2619,Máster-Universitario-en-Ingeniería-Informática,2020/2021,eFLzU#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2300,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN5052,Grado-en-Enfermería,2017/2018,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2301,Prácticas Clinicas IV,PRÁCTICASCLINICASIV2188,Grado-en-Enfermería,2017/2018,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2302,Sistemas Robotizados,SISTEMASROBOTIZADOS3176,Grado-en-Enfermería,2017/2018,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2303,Prácticas Externas,PRÁCTICASEXTERNAS5841,Grado-en-Enfermería,2017/2018,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2304,Enfermería Clinica I,ENFERMERÍACLINICAI9078,Grado-en-Enfermería,2017/2018,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2305,Expresión Gráfica para la Ingeniería,EXPRESIÓNGRÁFICAPARALAINGENIERÍA1271,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
