indice,conv,curso_aca,especialidad,id,nota_bach,nota_def,nota_prue,universidad,cod_universidad
2708,C57,2023/2024,eius,wgQ80616,5.57,6.88,9.87,Universidad de Madrid,UDM01
2709,C57,2019/2020,odio,fXS32060,9.22,5.42,6.04,Universidad de Barcelona,UDB02
2710,C99,2021/2022,perferendis,yGb70528,8.36,7.72,5.05,Universidad de Madrid,UDM01
2711,C46,2017/2018,nihil,iTJ70467,6.4,9.67,6.72,Universidad de Barcelona,UDB02
2712,C91,2020/2021,eos,gCf66749,5.35,8.83,5.81,Universidad de Madrid,UDM01
2713,C14,2022/2023,qui,Ach77270,7.54,6.43,8.32,Universidad de Madrid,UDM01
2714,C86,2021/2022,consequatur,HPS87270,7.21,7.73,9.9,Universidad de Madrid,UDM01
2715,C76,2017/2018,quod,pOR19627,6.13,7.18,5.42,Universidad de Madrid,UDM01
2716,C39,2021/2022,magnam,TJT88402,8.06,7.23,8.88,Universidad de La Laguna,ULL03
2717,C14,2022/2023,consequatur,fEP64266,7.85,9.19,8.34,Universidad de Barcelona,UDB02
2718,C43,2021/2022,molestiae,wcx32034,5.99,6.94,6.38,Universidad de La Laguna,ULL03
2719,C13,2017/2018,harum,SDy44154,9.88,5.14,8.67,Universidad de Madrid,UDM01
2720,C08,2022/2023,ipsam,tUw80070,7.02,7.16,6.91,Universidad de Barcelona,UDB02
2721,C69,2020/2021,tempora,Kag67213,6.46,8.18,5.74,Universidad de Barcelona,UDB02
2722,C83,2021/2022,officiis,erc34870,7.89,8.7,6.37,Universidad de La Laguna,ULL03
2723,C97,2018/2019,excepturi,rAN57470,6.06,5.72,7.55,Universidad de Barcelona,UDB02
2724,C21,2019/2020,nulla,XTw64916,7.65,6.26,7.08,Universidad de La Laguna,ULL03
2725,C40,2019/2020,quia,vYp49888,6.57,8.77,8.57,Universidad de La Laguna,ULL03
2726,C02,2022/2023,pariatur,FiK27938,7.51,8.22,6.29,Universidad de Barcelona,UDB02
2727,C83,2022/2023,optio,BAe29198,5.3,9.04,6.67,Universidad de Madrid,UDM01
2728,C81,2017/2018,illum,fsK05332,5.99,5.04,9.63,Universidad de La Laguna,ULL03
2729,C97,2018/2019,alias,WQH22719,6.36,9.73,9.66,Universidad de La Laguna,ULL03
2730,C54,2023/2024,blanditiis,Lnz10398,6.9,8.35,9.39,Universidad de Barcelona,UDB02
2731,C75,2023/2024,nostrum,OPu38103,8.63,8.84,5.92,Universidad de La Laguna,ULL03
2732,C18,2019/2020,corrupti,DAh26327,7.09,8.48,7.47,Universidad de Barcelona,UDB02
2733,C97,2017/2018,quo,SGK54288,5.71,6.85,9.76,Universidad de Barcelona,UDB02
2734,C98,2017/2018,corrupti,Tax52452,6.12,9.61,6.34,Universidad de Madrid,UDM01
2735,C20,2019/2020,dolores,uht37650,6.23,8.39,8.99,Universidad de La Laguna,ULL03
2736,C99,2018/2019,unde,EYf69806,8.54,9.0,9.89,Universidad de Barcelona,UDB02
2737,C95,2020/2021,maiores,aPf44161,8.76,5.66,8.74,Universidad de Madrid,UDM01
2738,C94,2017/2018,ut,UQp87515,9.53,6.49,9.07,Universidad de La Laguna,ULL03
2739,C49,2023/2024,cum,ftY85795,9.99,8.9,9.3,Universidad de Barcelona,UDB02
2740,C36,2022/2023,distinctio,AXI85315,9.27,7.54,9.36,Universidad de Barcelona,UDB02
2741,C33,2022/2023,odit,dGW03730,5.09,5.11,6.96,Universidad de La Laguna,ULL03
2742,C52,2023/2024,pariatur,EVZ30327,7.42,7.75,8.92,Universidad de Barcelona,UDB02
2743,C84,2023/2024,itaque,scH72314,7.41,6.55,9.36,Universidad de La Laguna,ULL03
2744,C99,2018/2019,explicabo,NCo47269,8.82,5.57,8.57,Universidad de Madrid,UDM01
2745,C37,2020/2021,numquam,bek50943,8.27,7.66,7.11,Universidad de Madrid,UDM01
2746,C58,2023/2024,placeat,MOk24385,9.71,7.12,7.78,Universidad de Madrid,UDM01
2747,C45,2021/2022,veniam,YvQ41218,5.62,6.32,8.69,Universidad de Barcelona,UDB02
2748,C48,2019/2020,atque,gCe56584,5.51,7.63,7.86,Universidad de La Laguna,ULL03
2749,C25,2018/2019,autem,wnK07025,5.71,9.67,9.02,Universidad de La Laguna,ULL03
2750,C07,2019/2020,nostrum,Hin40566,6.65,6.76,6.66,Universidad de La Laguna,ULL03
2751,C66,2020/2021,incidunt,cXp67875,7.03,5.91,5.44,Universidad de Barcelona,UDB02
2752,C12,2019/2020,facere,JAN42653,6.34,8.86,6.01,Universidad de La Laguna,ULL03
2753,C26,2020/2021,hic,ATz62094,9.43,9.96,6.47,Universidad de La Laguna,ULL03
2754,C66,2018/2019,unde,qQZ44735,7.35,8.01,5.18,Universidad de Madrid,UDM01
2755,C87,2022/2023,iste,guy07666,7.48,8.51,8.58,Universidad de La Laguna,ULL03
2756,C87,2023/2024,architecto,ubo11435,6.71,8.74,7.54,Universidad de La Laguna,ULL03
2757,C85,2020/2021,ipsum,GSU15204,5.81,5.3,5.63,Universidad de La Laguna,ULL03
2758,C54,2019/2020,praesentium,oUY90138,9.46,5.99,5.92,Universidad de Barcelona,UDB02
2759,C97,2021/2022,praesentium,RMY28399,9.29,9.74,8.48,Universidad de Barcelona,UDB02
2760,C06,2022/2023,amet,WMm96436,9.57,9.43,8.29,Universidad de La Laguna,ULL03
2761,C00,2020/2021,reiciendis,Jeo26254,5.21,7.53,9.16,Universidad de La Laguna,ULL03
2762,C35,2021/2022,delectus,mkr03005,6.98,9.47,7.26,Universidad de La Laguna,ULL03
2763,C01,2020/2021,recusandae,YIW82280,9.47,6.14,7.54,Universidad de Madrid,UDM01
2764,C13,2021/2022,corporis,Bep21974,5.14,7.6,8.44,Universidad de Barcelona,UDB02
2765,C44,2020/2021,possimus,seh73545,5.27,5.66,7.02,Universidad de La Laguna,ULL03
2766,C66,2018/2019,amet,ttw12422,6.26,5.02,7.66,Universidad de La Laguna,ULL03
2767,C76,2020/2021,tempore,lbT85125,7.9,6.2,7.98,Universidad de Barcelona,UDB02
2768,C69,2019/2020,omnis,KLZ05695,6.82,5.56,7.89,Universidad de Barcelona,UDB02
2769,C51,2019/2020,dolorem,ltk35129,6.28,8.03,9.98,Universidad de Barcelona,UDB02
2770,C91,2021/2022,ea,tus18866,6.65,6.92,5.82,Universidad de La Laguna,ULL03
2771,C06,2017/2018,accusantium,FnZ47871,5.72,9.78,9.42,Universidad de Madrid,UDM01
2772,C87,2021/2022,consectetur,MEN32261,6.29,6.05,7.61,Universidad de Madrid,UDM01
2773,C34,2021/2022,nam,uGo45506,7.05,8.98,8.85,Universidad de Madrid,UDM01
2774,C29,2018/2019,libero,RTk03683,5.45,6.57,8.86,Universidad de La Laguna,ULL03
2775,C85,2019/2020,at,Yqu74376,5.45,6.48,8.04,Universidad de Madrid,UDM01
2776,C38,2022/2023,aspernatur,yay84525,6.48,9.74,8.3,Universidad de La Laguna,ULL03
2777,C22,2017/2018,velit,ANS24438,6.25,9.9,5.04,Universidad de Barcelona,UDB02
2778,C11,2020/2021,assumenda,HNJ97986,8.76,7.57,5.24,Universidad de La Laguna,ULL03
2779,C58,2017/2018,fugit,aTz32283,5.04,8.44,6.21,Universidad de Barcelona,UDB02
2780,C46,2020/2021,cum,hyH12609,6.93,6.58,6.13,Universidad de Barcelona,UDB02
2781,C17,2017/2018,ducimus,Knk86195,8.37,7.23,5.14,Universidad de Barcelona,UDB02
2782,C69,2022/2023,aspernatur,kte63660,8.02,8.44,7.05,Universidad de Barcelona,UDB02
2783,C87,2021/2022,laboriosam,Hew13232,8.69,9.31,9.2,Universidad de Madrid,UDM01
2784,C03,2022/2023,corrupti,OBP83957,9.53,8.97,7.2,Universidad de Madrid,UDM01
2785,C63,2020/2021,alias,qbX99482,9.77,9.51,7.02,Universidad de Barcelona,UDB02
2786,C88,2023/2024,blanditiis,vzt44653,5.35,5.13,9.33,Universidad de La Laguna,ULL03
2787,C95,2023/2024,iusto,xlz05532,7.03,7.13,7.63,Universidad de Barcelona,UDB02
2788,C14,2017/2018,sint,PbQ63728,7.47,5.88,7.6,Universidad de Madrid,UDM01
2789,C67,2022/2023,eveniet,vNZ04304,8.08,7.75,8.21,Universidad de Barcelona,UDB02
2790,C40,2021/2022,quod,Snv52371,9.56,7.59,7.14,Universidad de Madrid,UDM01
2791,C96,2021/2022,eligendi,jKJ67588,5.7,9.54,5.44,Universidad de Madrid,UDM01
2792,C96,2019/2020,nobis,XrY50677,6.41,6.37,7.43,Universidad de Barcelona,UDB02
2793,C19,2022/2023,quasi,xNl54416,9.71,9.66,7.56,Universidad de Barcelona,UDB02
2794,C60,2021/2022,consectetur,dQY04312,8.42,9.42,7.39,Universidad de La Laguna,ULL03
2795,C59,2023/2024,quod,mqo14270,5.83,8.52,6.35,Universidad de Barcelona,UDB02
2796,C10,2021/2022,esse,awi41075,6.48,6.31,8.59,Universidad de Madrid,UDM01
2797,C94,2020/2021,sit,LmN12997,7.84,8.79,8.23,Universidad de Barcelona,UDB02
2798,C91,2022/2023,eius,jGS92657,6.49,7.27,7.74,Universidad de Madrid,UDM01
2799,C30,2018/2019,asperiores,dqf87153,8.4,7.43,7.51,Universidad de La Laguna,ULL03
2800,C40,2022/2023,fugiat,Pup67912,7.67,7.26,7.03,Universidad de Barcelona,UDB02
2801,C39,2018/2019,blanditiis,Zmy04703,8.16,5.36,6.87,Universidad de La Laguna,ULL03
2802,C65,2021/2022,nihil,AZQ05825,7.43,6.03,9.2,Universidad de La Laguna,ULL03
2803,C57,2019/2020,minus,Qll32798,8.54,5.2,7.63,Universidad de Madrid,UDM01
2804,C57,2022/2023,hic,ZWG69562,8.63,8.19,6.22,Universidad de La Laguna,ULL03
2805,C16,2019/2020,rerum,fcD11629,5.54,7.32,8.68,Universidad de Madrid,UDM01
2806,C74,2018/2019,odit,WAe05728,6.95,7.55,7.51,Universidad de Madrid,UDM01
2807,C68,2022/2023,iusto,SJU08247,9.53,7.74,8.53,Universidad de La Laguna,ULL03
2808,C21,2020/2021,fugiat,tSl73039,9.75,8.33,5.19,Universidad de La Laguna,ULL03
2809,C38,2020/2021,eos,pSW09898,9.42,7.25,6.13,Universidad de Madrid,UDM01
2810,C31,2020/2021,iusto,vtU77124,8.58,8.69,8.25,Universidad de Madrid,UDM01
2811,C74,2020/2021,sed,lxh47692,5.89,7.38,5.91,Universidad de Madrid,UDM01
2812,C72,2017/2018,qui,MuL42482,7.98,6.55,8.35,Universidad de Madrid,UDM01
2813,C61,2018/2019,tenetur,AhC39244,9.75,9.29,7.7,Universidad de Madrid,UDM01
2814,C40,2021/2022,pariatur,OZr24248,5.19,6.94,9.45,Universidad de La Laguna,ULL03
2815,C38,2022/2023,perspiciatis,fLf91198,7.48,8.44,8.4,Universidad de Barcelona,UDB02
2816,C55,2017/2018,similique,NTq36920,6.7,5.74,8.8,Universidad de La Laguna,ULL03
2817,C96,2020/2021,veniam,JDo89353,7.76,6.16,9.77,Universidad de Madrid,UDM01
2818,C99,2021/2022,repudiandae,sza39469,7.41,9.47,8.92,Universidad de Madrid,UDM01
2819,C98,2020/2021,odio,hVy61674,7.28,7.66,8.94,Universidad de La Laguna,ULL03
2820,C63,2017/2018,corporis,DnC31377,5.95,8.75,6.93,Universidad de Barcelona,UDB02
2821,C90,2020/2021,natus,ILz65675,5.69,8.9,6.02,Universidad de Barcelona,UDB02
2822,C38,2019/2020,aut,wEx82255,8.98,9.65,9.5,Universidad de Madrid,UDM01
2823,C17,2019/2020,quisquam,kTl46100,7.01,7.88,9.98,Universidad de Barcelona,UDB02
2824,C59,2022/2023,eligendi,dXV73757,6.76,5.16,6.3,Universidad de Madrid,UDM01
2825,C30,2019/2020,perspiciatis,iao85637,5.46,6.69,7.93,Universidad de Madrid,UDM01
2826,C15,2018/2019,blanditiis,AuR16364,8.01,8.58,8.88,Universidad de Barcelona,UDB02
2827,C05,2017/2018,a,QrU01007,7.32,6.64,6.68,Universidad de Madrid,UDM01
2828,C48,2021/2022,commodi,zLu46003,9.92,8.29,5.11,Universidad de La Laguna,ULL03
2829,C94,2017/2018,cum,ozK06054,8.6,5.1,7.39,Universidad de Madrid,UDM01
2830,C75,2017/2018,natus,Idy07581,5.58,6.91,9.76,Universidad de Barcelona,UDB02
2831,C22,2020/2021,ratione,FAY21368,8.23,9.95,6.17,Universidad de Madrid,UDM01
2832,C83,2023/2024,unde,XVg17358,6.2,8.48,6.41,Universidad de Madrid,UDM01
2833,C68,2019/2020,unde,VSC34779,8.13,7.23,8.66,Universidad de Madrid,UDM01
2834,C50,2020/2021,commodi,syk72986,7.1,7.59,7.58,Universidad de Madrid,UDM01
2835,C05,2021/2022,optio,hCM95243,6.46,5.37,7.35,Universidad de La Laguna,ULL03
2836,C43,2022/2023,maiores,JGO72360,5.65,9.41,9.98,Universidad de Barcelona,UDB02
2837,C75,2020/2021,adipisci,Rzf24331,8.96,6.67,7.31,Universidad de La Laguna,ULL03
2838,C72,2023/2024,perspiciatis,doi31418,8.0,7.24,6.92,Universidad de La Laguna,ULL03
2839,C82,2018/2019,odit,LMi82184,9.42,8.99,6.97,Universidad de Madrid,UDM01
2840,C43,2022/2023,ut,Ezj36106,7.28,6.71,9.51,Universidad de Barcelona,UDB02
2841,C72,2023/2024,quaerat,hjW47692,9.52,8.58,7.42,Universidad de Madrid,UDM01
2842,C19,2021/2022,magnam,FNG20874,6.95,9.94,7.17,Universidad de Barcelona,UDB02
2843,C52,2018/2019,ex,Lck43352,9.17,8.37,5.88,Universidad de La Laguna,ULL03
2844,C18,2018/2019,repellat,CiT44151,5.72,5.76,7.54,Universidad de La Laguna,ULL03
2845,C80,2018/2019,adipisci,JwB43819,6.65,9.28,6.89,Universidad de La Laguna,ULL03
2846,C46,2023/2024,vel,ARk46511,6.86,9.21,5.94,Universidad de Madrid,UDM01
2847,C23,2018/2019,est,ZHv28599,8.36,7.26,6.48,Universidad de La Laguna,ULL03
2848,C93,2023/2024,aliquid,dsM05778,8.84,6.07,7.96,Universidad de Madrid,UDM01
2849,C91,2018/2019,est,oYT50860,8.34,6.55,8.77,Universidad de La Laguna,ULL03
2850,C41,2021/2022,earum,azR95405,7.15,8.72,8.61,Universidad de La Laguna,ULL03
2851,C07,2017/2018,earum,pHn66646,6.65,6.38,7.01,Universidad de Madrid,UDM01
2852,C99,2020/2021,pariatur,swg00333,7.21,8.94,7.93,Universidad de Madrid,UDM01
2853,C73,2018/2019,debitis,VDD83085,5.17,7.89,6.15,Universidad de La Laguna,ULL03
2854,C12,2020/2021,earum,rzp01401,6.16,7.35,9.93,Universidad de Barcelona,UDB02
2855,C24,2019/2020,ipsam,NFw52090,5.24,5.5,5.94,Universidad de Madrid,UDM01
2856,C69,2019/2020,quas,ZJe39674,9.25,6.22,5.54,Universidad de Barcelona,UDB02
2857,C56,2018/2019,ab,TqB24821,7.84,6.91,6.06,Universidad de Madrid,UDM01
2858,C50,2018/2019,magnam,fLx80155,7.69,6.62,6.17,Universidad de La Laguna,ULL03
2859,C05,2020/2021,corrupti,Mef18415,6.84,6.94,8.63,Universidad de Barcelona,UDB02
2860,C83,2023/2024,aut,LNo41978,7.97,7.17,8.99,Universidad de Barcelona,UDB02
2861,C04,2020/2021,ratione,hvJ48157,5.42,5.06,8.32,Universidad de La Laguna,ULL03
2862,C80,2019/2020,est,HJl82129,7.42,9.7,7.7,Universidad de Barcelona,UDB02
2863,C20,2020/2021,asperiores,aCH77617,5.13,9.58,9.53,Universidad de La Laguna,ULL03
2864,C63,2021/2022,voluptatibus,Srb85414,6.46,6.23,9.34,Universidad de Madrid,UDM01
2865,C72,2018/2019,sit,bHD20610,9.67,6.38,9.72,Universidad de La Laguna,ULL03
2866,C62,2020/2021,nostrum,klC15882,6.55,9.38,9.66,Universidad de La Laguna,ULL03
2867,C00,2018/2019,doloremque,kfT83017,7.01,7.01,8.16,Universidad de La Laguna,ULL03
2868,C72,2017/2018,eveniet,OkX55973,9.49,9.46,6.31,Universidad de Madrid,UDM01
2869,C80,2021/2022,placeat,VGo01945,9.19,9.52,8.15,Universidad de La Laguna,ULL03
2870,C87,2022/2023,possimus,stm23801,9.15,8.9,9.7,Universidad de La Laguna,ULL03
2871,C91,2023/2024,iste,Zax04316,5.49,6.94,6.51,Universidad de La Laguna,ULL03
2872,C33,2018/2019,veniam,iER16842,6.67,5.3,5.02,Universidad de La Laguna,ULL03
2873,C90,2018/2019,facere,CiT82438,7.18,8.33,8.52,Universidad de La Laguna,ULL03
2874,C41,2018/2019,placeat,SaK73980,8.15,6.27,6.15,Universidad de Madrid,UDM01
2875,C74,2020/2021,veritatis,bFn64505,7.69,8.78,5.46,Universidad de Madrid,UDM01
2876,C19,2020/2021,impedit,PyM33134,9.75,7.38,8.14,Universidad de La Laguna,ULL03
2877,C60,2021/2022,blanditiis,OIr17874,5.63,9.29,7.69,Universidad de Barcelona,UDB02
2878,C12,2018/2019,eum,WTS08828,8.98,5.56,5.74,Universidad de La Laguna,ULL03
2879,C95,2022/2023,officia,PzV87718,5.98,7.73,7.83,Universidad de La Laguna,ULL03
2880,C80,2020/2021,occaecati,xEn58752,6.53,7.51,7.69,Universidad de Barcelona,UDB02
2881,C62,2020/2021,temporibus,eRV37154,6.17,6.53,9.76,Universidad de La Laguna,ULL03
2882,C08,2020/2021,exercitationem,HVw30125,5.8,8.16,8.81,Universidad de La Laguna,ULL03
2883,C64,2021/2022,explicabo,LEG81724,7.84,8.99,6.47,Universidad de Madrid,UDM01
2884,C29,2022/2023,quo,wri64855,8.16,5.95,6.24,Universidad de Madrid,UDM01
2885,C91,2019/2020,eaque,JDF38683,8.65,5.42,6.35,Universidad de Madrid,UDM01
2886,C36,2023/2024,vel,xyv29867,7.01,8.04,9.96,Universidad de La Laguna,ULL03
2887,C24,2018/2019,tempora,OHl48501,8.11,6.34,8.0,Universidad de La Laguna,ULL03
2888,C43,2019/2020,voluptas,Ibr39726,9.0,5.48,9.97,Universidad de La Laguna,ULL03
2889,C15,2020/2021,sequi,VTq95854,9.74,5.85,6.53,Universidad de Barcelona,UDB02
2890,C19,2019/2020,veniam,MkP92260,8.66,5.99,7.89,Universidad de La Laguna,ULL03
2891,C66,2019/2020,amet,AGg96165,6.25,6.78,5.23,Universidad de Barcelona,UDB02
2892,C12,2018/2019,praesentium,UvS55812,9.78,9.86,5.25,Universidad de Barcelona,UDB02
2893,C70,2019/2020,quasi,YSK30107,5.08,6.54,5.23,Universidad de Madrid,UDM01
2894,C20,2022/2023,adipisci,BcB56930,9.77,6.53,7.64,Universidad de Barcelona,UDB02
2895,C32,2017/2018,voluptatum,hcY63436,9.07,8.06,8.44,Universidad de Madrid,UDM01
2896,C47,2022/2023,perspiciatis,kCt41609,8.02,8.87,5.18,Universidad de La Laguna,ULL03
2897,C40,2021/2022,mollitia,WPN88448,7.15,6.56,5.99,Universidad de Madrid,UDM01
2898,C72,2018/2019,reprehenderit,oSk09271,6.66,8.21,9.02,Universidad de Madrid,UDM01
2899,C80,2020/2021,eos,owc91128,8.08,9.56,5.54,Universidad de Barcelona,UDB02
2900,C19,2021/2022,eligendi,xfY53806,6.56,8.31,7.84,Universidad de La Laguna,ULL03
2901,C66,2021/2022,laborum,Qya01033,9.19,7.79,9.6,Universidad de La Laguna,ULL03
2902,C07,2017/2018,delectus,pTZ23885,9.93,9.09,7.72,Universidad de Madrid,UDM01
2903,C79,2022/2023,delectus,nLp50210,5.27,6.06,9.23,Universidad de Madrid,UDM01
2904,C39,2022/2023,ullam,kmg67836,7.52,7.48,8.99,Universidad de Barcelona,UDB02
2905,C68,2019/2020,beatae,WVb97432,5.17,8.28,8.12,Universidad de Madrid,UDM01
2906,C28,2019/2020,rerum,xtq15726,8.57,5.79,6.12,Universidad de Madrid,UDM01
2907,C79,2019/2020,iusto,kha08980,5.47,9.36,6.08,Universidad de La Laguna,ULL03
2908,C01,2017/2018,dolor,baG37548,8.3,6.7,5.66,Universidad de Madrid,UDM01
2909,C72,2020/2021,temporibus,FFh78022,6.87,9.64,8.96,Universidad de Madrid,UDM01
2910,C35,2017/2018,modi,UNk20900,9.78,9.41,8.66,Universidad de La Laguna,ULL03
2911,C56,2019/2020,quas,giN41252,6.21,5.8,5.2,Universidad de La Laguna,ULL03
2912,C20,2023/2024,saepe,uNx80171,9.23,8.76,8.55,Universidad de La Laguna,ULL03
2913,C24,2017/2018,ipsa,zuD84968,7.12,6.14,8.62,Universidad de Barcelona,UDB02
2914,C87,2017/2018,vitae,bUP89249,9.93,5.19,7.85,Universidad de Barcelona,UDB02
2915,C42,2021/2022,corporis,kBa78514,6.8,6.51,6.48,Universidad de Barcelona,UDB02
2916,C80,2023/2024,doloremque,TMp11621,8.41,8.34,6.47,Universidad de La Laguna,ULL03
2917,C19,2018/2019,dolorem,tvO16232,9.59,8.84,5.53,Universidad de Barcelona,UDB02
2918,C34,2019/2020,rem,UKd34199,5.22,7.13,7.95,Universidad de Barcelona,UDB02
2919,C67,2019/2020,sint,BvS55664,5.34,7.1,6.05,Universidad de Barcelona,UDB02
2920,C35,2022/2023,accusantium,IVT30221,8.36,5.02,6.66,Universidad de Madrid,UDM01
2921,C74,2021/2022,sequi,IoV45045,9.92,5.68,6.86,Universidad de La Laguna,ULL03
2922,C89,2020/2021,iste,XsB16336,5.36,6.02,9.37,Universidad de Barcelona,UDB02
2923,C48,2023/2024,tempora,Cbg40049,8.9,5.17,8.98,Universidad de Madrid,UDM01
2924,C59,2019/2020,facilis,gzy96453,5.71,5.58,7.88,Universidad de Madrid,UDM01
2925,C82,2019/2020,magni,wXA09474,7.59,8.96,9.38,Universidad de Madrid,UDM01
2926,C59,2017/2018,ducimus,ZDB61939,6.58,9.79,8.0,Universidad de La Laguna,ULL03
2927,C97,2023/2024,explicabo,tZS78687,8.3,7.64,9.69,Universidad de Madrid,UDM01
2928,C14,2021/2022,odio,ZIb87832,8.14,9.28,8.02,Universidad de Barcelona,UDB02
2929,C38,2022/2023,ratione,SJa79554,7.67,6.59,8.88,Universidad de Barcelona,UDB02
2930,C59,2022/2023,praesentium,jJM52650,9.33,8.13,9.67,Universidad de Barcelona,UDB02
2931,C66,2019/2020,nostrum,KwK11933,5.24,5.01,6.09,Universidad de Madrid,UDM01
2932,C58,2021/2022,voluptatum,Syq29539,6.27,8.47,5.58,Universidad de Madrid,UDM01
2933,C79,2023/2024,quia,mpA11115,7.97,7.45,9.21,Universidad de La Laguna,ULL03
2934,C53,2021/2022,exercitationem,Vdi38505,8.3,6.94,6.9,Universidad de Barcelona,UDB02
2935,C40,2021/2022,rerum,Pdi85121,7.59,8.84,6.19,Universidad de Madrid,UDM01
2936,C24,2021/2022,consequatur,BwE64226,5.07,6.71,8.4,Universidad de Barcelona,UDB02
2937,C45,2022/2023,fuga,XCQ80341,5.73,7.98,9.79,Universidad de Barcelona,UDB02
2938,C77,2021/2022,nisi,Sob81560,9.54,6.68,6.3,Universidad de La Laguna,ULL03
2939,C16,2018/2019,aliquam,aLU47276,5.28,9.81,6.91,Universidad de La Laguna,ULL03
2940,C76,2020/2021,repudiandae,TJi56063,5.22,6.51,8.25,Universidad de Madrid,UDM01
2941,C10,2018/2019,error,oNA08205,7.1,9.11,5.51,Universidad de Madrid,UDM01
2942,C40,2023/2024,nihil,Jnw98059,6.97,9.42,8.04,Universidad de La Laguna,ULL03
2943,C15,2019/2020,voluptatibus,rKS23218,8.6,8.26,7.87,Universidad de Madrid,UDM01
2944,C39,2021/2022,magni,QIY23214,8.14,7.6,9.82,Universidad de Barcelona,UDB02
2945,C73,2020/2021,dolor,RUb57893,7.36,7.66,9.77,Universidad de Barcelona,UDB02
2946,C86,2020/2021,quibusdam,zTB52304,5.27,7.69,9.84,Universidad de Barcelona,UDB02
2947,C79,2017/2018,repellat,nrx27661,5.53,8.92,9.61,Universidad de La Laguna,ULL03
2948,C17,2023/2024,voluptate,ENt19878,9.18,8.2,5.94,Universidad de Barcelona,UDB02
2949,C24,2017/2018,vero,QdD65260,6.56,9.49,7.58,Universidad de Barcelona,UDB02
2950,C99,2018/2019,mollitia,QRO81372,7.51,8.12,9.85,Universidad de Barcelona,UDB02
2951,C41,2017/2018,ea,ctJ70028,9.52,8.16,7.74,Universidad de Madrid,UDM01
2952,C99,2022/2023,beatae,qtC82502,7.62,7.39,8.78,Universidad de Madrid,UDM01
2953,C74,2017/2018,facilis,NLS29806,9.16,8.47,8.78,Universidad de Barcelona,UDB02
2954,C64,2018/2019,quod,jpS74414,5.77,8.2,6.3,Universidad de Madrid,UDM01
2955,C18,2020/2021,vel,bbJ21994,7.32,7.59,7.59,Universidad de La Laguna,ULL03
2956,C85,2023/2024,harum,sBN83692,9.73,5.08,5.88,Universidad de Madrid,UDM01
2957,C90,2023/2024,consectetur,vGq67993,6.94,9.08,7.48,Universidad de Madrid,UDM01
2958,C22,2020/2021,voluptatibus,wOg88619,8.32,6.31,9.7,Universidad de Barcelona,UDB02
2959,C27,2020/2021,perferendis,vLk83526,6.18,5.58,7.4,Universidad de Madrid,UDM01
2960,C79,2021/2022,iure,XXk12480,7.02,8.17,7.92,Universidad de Madrid,UDM01
2961,C65,2019/2020,ex,YTe74332,6.53,8.46,6.36,Universidad de Barcelona,UDB02
2962,C45,2022/2023,corporis,FHb98375,9.3,5.57,7.89,Universidad de La Laguna,ULL03
2963,C20,2018/2019,eveniet,QjS27974,8.68,6.67,7.31,Universidad de La Laguna,ULL03
2964,C17,2022/2023,at,TvN42862,5.71,9.49,5.94,Universidad de Madrid,UDM01
2965,C09,2021/2022,fugit,gzx18257,9.25,9.23,7.14,Universidad de Madrid,UDM01
2966,C16,2020/2021,quam,yVs00398,7.93,9.43,8.59,Universidad de La Laguna,ULL03
2967,C85,2022/2023,incidunt,vbs45975,5.46,7.49,6.77,Universidad de Barcelona,UDB02
2968,C29,2019/2020,aliquam,xIE92009,6.37,7.59,6.22,Universidad de Madrid,UDM01
2969,C09,2020/2021,corporis,vnD25332,5.95,7.01,9.07,Universidad de Barcelona,UDB02
2970,C07,2017/2018,alias,NTH58917,8.78,8.43,8.47,Universidad de La Laguna,ULL03
2971,C22,2019/2020,error,giP85447,7.79,9.6,6.18,Universidad de Madrid,UDM01
2972,C09,2023/2024,amet,yxn34896,5.94,5.12,7.03,Universidad de Madrid,UDM01
2973,C53,2020/2021,explicabo,ath17791,7.27,8.02,8.34,Universidad de Barcelona,UDB02
2974,C41,2019/2020,ducimus,WrF02694,9.19,6.71,9.52,Universidad de Barcelona,UDB02
2975,C30,2019/2020,possimus,Xwu99063,5.65,6.98,7.01,Universidad de Madrid,UDM01
2976,C45,2023/2024,modi,wgI43509,8.86,5.99,6.17,Universidad de Barcelona,UDB02
2977,C81,2022/2023,impedit,lKc71278,7.8,8.42,9.01,Universidad de Barcelona,UDB02
2978,C82,2021/2022,laborum,sRq92657,6.68,8.5,6.71,Universidad de La Laguna,ULL03
2979,C86,2017/2018,beatae,Bte02214,9.37,9.01,6.64,Universidad de Madrid,UDM01
2980,C42,2019/2020,iure,JIS07452,7.43,7.51,6.68,Universidad de Barcelona,UDB02
2981,C02,2019/2020,sit,RAA20710,6.82,9.32,7.76,Universidad de Barcelona,UDB02
2982,C91,2020/2021,ut,EVb93525,6.91,7.28,7.23,Universidad de La Laguna,ULL03
2983,C89,2019/2020,eaque,DNo32212,8.46,7.1,8.61,Universidad de La Laguna,ULL03
2984,C95,2021/2022,magni,cfR84148,6.6,7.33,7.4,Universidad de Madrid,UDM01
2985,C59,2020/2021,architecto,LqQ71501,7.54,7.17,8.18,Universidad de Madrid,UDM01
2986,C63,2020/2021,non,nhY52078,9.6,6.24,7.54,Universidad de Barcelona,UDB02
2987,C53,2019/2020,molestias,abR55721,9.3,8.46,7.73,Universidad de La Laguna,ULL03
