id,anio_nac,universidad,cod_universidad,abandona
qIu64138,1997,Universidad de La Laguna,ULL03,si
EbF02553,1993,Universidad de La Laguna,ULL03,no
qFi58735,1996,Universidad de La Laguna,ULL03,si
BlZ60307,1992,Universidad de Barcelona,UDB02,no
Uny40473,1980,Universidad de Barcelona,UDB02,si
LzK11742,1989,Universidad de Madrid,UDM01,si
Rpb16893,1998,Universidad de Madrid,UDM01,no
BJr71385,1998,Universidad de Madrid,UDM01,no
UVn26988,1980,Universidad de La Laguna,ULL03,no
moG92417,1983,Universidad de Madrid,UDM01,si
GlJ05773,1986,Universidad de Madrid,UDM01,si
Hzq68454,1981,Universidad de Madrid,UDM01,si
JXd32138,1991,Universidad de La Laguna,ULL03,si
YwO10563,1989,Universidad de Madrid,UDM01,no
VKF54239,1982,Universidad de Barcelona,UDB02,si
jhg26104,1990,Universidad de Madrid,UDM01,si
ruc78428,1984,Universidad de Barcelona,UDB02,si
pXR07104,1988,Universidad de Barcelona,UDB02,no
AoX89946,1997,Universidad de La Laguna,ULL03,si
mVr38497,1988,Universidad de La Laguna,ULL03,no
rfS75295,1986,Universidad de Madrid,UDM01,no
CNP54056,1998,Universidad de Barcelona,UDB02,si
gZc47943,1984,Universidad de Madrid,UDM01,si
eRA86130,1980,Universidad de La Laguna,ULL03,si
SKg11734,1998,Universidad de Barcelona,UDB02,no
HQf72868,1997,Universidad de Madrid,UDM01,no
fta36921,1996,Universidad de Barcelona,UDB02,si
MPi02685,1988,Universidad de Barcelona,UDB02,si
mQQ15488,1995,Universidad de La Laguna,ULL03,no
IPt33955,1980,Universidad de Madrid,UDM01,si
nJX29798,1994,Universidad de Barcelona,UDB02,si
ZHa42684,1997,Universidad de Barcelona,UDB02,si
Ikh14979,1981,Universidad de Barcelona,UDB02,si
UUz96886,1983,Universidad de Madrid,UDM01,no
yMA20764,1983,Universidad de Barcelona,UDB02,si
jPL44446,1981,Universidad de La Laguna,ULL03,si
KTP54943,1986,Universidad de Madrid,UDM01,no
fkK02853,1980,Universidad de Barcelona,UDB02,si
qxz40650,1980,Universidad de La Laguna,ULL03,si
Nat75249,1998,Universidad de Barcelona,UDB02,no
pbE49934,1988,Universidad de Barcelona,UDB02,no
OzN56812,1981,Universidad de La Laguna,ULL03,si
dhF32590,1998,Universidad de Barcelona,UDB02,no
ZjL65550,1989,Universidad de La Laguna,ULL03,no
dJP02025,1995,Universidad de Barcelona,UDB02,si
UAi96640,1981,Universidad de Madrid,UDM01,si
grL34006,1991,Universidad de La Laguna,ULL03,no
xRD15975,1996,Universidad de Madrid,UDM01,no
Bmr90658,1996,Universidad de Madrid,UDM01,no
hmg01663,1985,Universidad de Madrid,UDM01,no
BwD59389,1994,Universidad de Madrid,UDM01,si
PsU36905,1999,Universidad de La Laguna,ULL03,no
ZcH77591,1995,Universidad de La Laguna,ULL03,si
wzO99100,1982,Universidad de Barcelona,UDB02,si
oBL30273,1988,Universidad de Barcelona,UDB02,si
MvA13370,1990,Universidad de La Laguna,ULL03,si
AOE97785,1995,Universidad de Madrid,UDM01,si
uCw18978,1987,Universidad de La Laguna,ULL03,no
ctF09358,1991,Universidad de La Laguna,ULL03,no
wfQ90671,1991,Universidad de Madrid,UDM01,no
Mnv82746,1993,Universidad de Barcelona,UDB02,si
Lke66540,1985,Universidad de La Laguna,ULL03,no
xfj47843,1988,Universidad de Barcelona,UDB02,no
qnT67925,1997,Universidad de Madrid,UDM01,si
xJm28790,1994,Universidad de Madrid,UDM01,no
sVU76979,1993,Universidad de La Laguna,ULL03,si
hSi85398,1985,Universidad de Barcelona,UDB02,no
KOk56414,1998,Universidad de La Laguna,ULL03,si
Eid83896,1981,Universidad de Barcelona,UDB02,si
KqA18032,1990,Universidad de Barcelona,UDB02,no
FQB80101,1981,Universidad de La Laguna,ULL03,no
mIh79774,1986,Universidad de Madrid,UDM01,si
eYL12705,1996,Universidad de Barcelona,UDB02,si
UQp37459,1988,Universidad de Madrid,UDM01,si
Twa29167,1994,Universidad de La Laguna,ULL03,no
LnW76505,1982,Universidad de Madrid,UDM01,si
eRm48871,1984,Universidad de Barcelona,UDB02,si
Vye75242,1983,Universidad de Madrid,UDM01,si
rpa81951,1994,Universidad de La Laguna,ULL03,si
UqO20135,1995,Universidad de Madrid,UDM01,no
Epg84940,1986,Universidad de Madrid,UDM01,si
jFt90174,1998,Universidad de Barcelona,UDB02,no
lzA84861,1990,Universidad de Barcelona,UDB02,si
rOZ97346,1990,Universidad de La Laguna,ULL03,no
RAz05374,1992,Universidad de La Laguna,ULL03,si
luH07588,1989,Universidad de Madrid,UDM01,si
rGd32204,1985,Universidad de Barcelona,UDB02,si
zQb56693,1997,Universidad de Barcelona,UDB02,si
bYO47265,1985,Universidad de Madrid,UDM01,no
iyN22743,1980,Universidad de Barcelona,UDB02,no
FAK28234,1992,Universidad de La Laguna,ULL03,si
Hml76973,1994,Universidad de Barcelona,UDB02,no
qGH79118,1985,Universidad de Madrid,UDM01,no
Wkf95639,1986,Universidad de La Laguna,ULL03,si
dKC44622,1988,Universidad de Barcelona,UDB02,no
uad97204,1987,Universidad de Madrid,UDM01,no
LLP38016,1994,Universidad de La Laguna,ULL03,no
zFB21537,1999,Universidad de Barcelona,UDB02,no
vzy08831,1994,Universidad de La Laguna,ULL03,no
hEw08606,1982,Universidad de Madrid,UDM01,no
wwi87571,1987,Universidad de Madrid,UDM01,si
OuR96151,1994,Universidad de Barcelona,UDB02,si
ZGE02499,1996,Universidad de Barcelona,UDB02,no
EAS73977,1992,Universidad de Madrid,UDM01,no
LnC16085,1980,Universidad de Barcelona,UDB02,no
faV80534,1997,Universidad de Barcelona,UDB02,si
gqp14753,1983,Universidad de Barcelona,UDB02,si
dhs39766,1984,Universidad de La Laguna,ULL03,no
nJu53823,1994,Universidad de Barcelona,UDB02,si
orp37806,1992,Universidad de La Laguna,ULL03,si
HmR44116,1986,Universidad de Barcelona,UDB02,si
YZb46689,1995,Universidad de La Laguna,ULL03,no
ttJ44525,1990,Universidad de Barcelona,UDB02,si
TWp16234,1983,Universidad de Madrid,UDM01,no
uId94253,1990,Universidad de Barcelona,UDB02,si
YHG03812,1991,Universidad de La Laguna,ULL03,no
ePs93030,1995,Universidad de La Laguna,ULL03,no
kCr01868,1988,Universidad de La Laguna,ULL03,si
vKu09547,1995,Universidad de Madrid,UDM01,si
GmO45798,1990,Universidad de La Laguna,ULL03,si
PuV84605,1981,Universidad de Madrid,UDM01,no
Ksd09303,1986,Universidad de La Laguna,ULL03,si
Fcb54142,1990,Universidad de Barcelona,UDB02,no
ErM97128,1998,Universidad de La Laguna,ULL03,si
cFO99572,1996,Universidad de Madrid,UDM01,no
DjY14512,1997,Universidad de Madrid,UDM01,no
tMr59650,1990,Universidad de Barcelona,UDB02,no
PWO09076,1985,Universidad de Madrid,UDM01,si
Lvn81201,1982,Universidad de La Laguna,ULL03,si
sSj23263,1999,Universidad de La Laguna,ULL03,no
jzq24201,1998,Universidad de Madrid,UDM01,no
qhC34044,1981,Universidad de Madrid,UDM01,no
tDN10533,1980,Universidad de Barcelona,UDB02,si
rLl79279,1980,Universidad de Barcelona,UDB02,si
hTn60403,1999,Universidad de Madrid,UDM01,no
FwJ97159,1990,Universidad de La Laguna,ULL03,si
LXu42894,1996,Universidad de Barcelona,UDB02,si
qGI42568,1990,Universidad de Madrid,UDM01,si
UmF17740,1981,Universidad de Barcelona,UDB02,no
ePk69677,1995,Universidad de La Laguna,ULL03,no
HyL31241,1993,Universidad de Madrid,UDM01,si
ctD10671,1990,Universidad de Barcelona,UDB02,si
apS20801,1982,Universidad de Madrid,UDM01,si
iGh75576,1982,Universidad de Barcelona,UDB02,no
MlP16598,1989,Universidad de Barcelona,UDB02,si
DZb41543,1981,Universidad de Barcelona,UDB02,si
UvS29164,1980,Universidad de Madrid,UDM01,no
KHK28224,1993,Universidad de La Laguna,ULL03,no
Cwj16598,1990,Universidad de La Laguna,ULL03,no
TNh13614,1996,Universidad de Barcelona,UDB02,no
iQi09438,1990,Universidad de Barcelona,UDB02,no
erh44618,1997,Universidad de Barcelona,UDB02,si
bQA30187,1996,Universidad de Madrid,UDM01,no
XGg47892,1992,Universidad de La Laguna,ULL03,si
ecA03728,1986,Universidad de La Laguna,ULL03,si
gvY17698,1998,Universidad de Madrid,UDM01,si
rha33944,1994,Universidad de Barcelona,UDB02,no
Yuu79624,1985,Universidad de Barcelona,UDB02,no
LIz80581,1992,Universidad de Barcelona,UDB02,si
Gnt83708,1998,Universidad de La Laguna,ULL03,si
vuh50670,1997,Universidad de Barcelona,UDB02,no
IIJ34175,1992,Universidad de Madrid,UDM01,no
Euf91475,1986,Universidad de Barcelona,UDB02,si
IJj57297,1998,Universidad de Madrid,UDM01,si
ZCQ76344,1995,Universidad de Madrid,UDM01,si
KHR07036,1985,Universidad de Barcelona,UDB02,no
zNI50978,1982,Universidad de Madrid,UDM01,no
Ajy64664,1996,Universidad de Madrid,UDM01,no
Rtx46540,1980,Universidad de La Laguna,ULL03,si
PKh30689,1999,Universidad de La Laguna,ULL03,si
Fyq31237,1980,Universidad de Barcelona,UDB02,si
Iyf10387,1999,Universidad de Madrid,UDM01,si
odf64873,1988,Universidad de La Laguna,ULL03,si
hvI05989,1987,Universidad de Barcelona,UDB02,no
mqw47300,1985,Universidad de Barcelona,UDB02,no
EIO17352,1983,Universidad de La Laguna,ULL03,no
aCu83423,1996,Universidad de Madrid,UDM01,no
yjE15287,1986,Universidad de Madrid,UDM01,si
Seu03267,1984,Universidad de Barcelona,UDB02,no
ycF46389,1982,Universidad de La Laguna,ULL03,si
RsN40664,1991,Universidad de Barcelona,UDB02,no
nYG54777,1990,Universidad de Barcelona,UDB02,no
REw68784,1980,Universidad de Barcelona,UDB02,si
AxA31741,1988,Universidad de Barcelona,UDB02,si
AGN53909,1983,Universidad de Madrid,UDM01,si
tvW51262,1985,Universidad de Barcelona,UDB02,si
Ufl12090,1989,Universidad de La Laguna,ULL03,no
VXN89204,1992,Universidad de Madrid,UDM01,no
upF95175,1991,Universidad de La Laguna,ULL03,si
Nnl80211,1986,Universidad de Barcelona,UDB02,si
OWB08683,1989,Universidad de Madrid,UDM01,si
JVs13577,1987,Universidad de La Laguna,ULL03,si
vJj95574,1988,Universidad de Madrid,UDM01,si
Zwc13055,1982,Universidad de La Laguna,ULL03,no
rSI95884,1999,Universidad de La Laguna,ULL03,no
faT06376,1993,Universidad de Barcelona,UDB02,no
IRG16501,1986,Universidad de Barcelona,UDB02,no
ZkS53893,1995,Universidad de Barcelona,UDB02,no
lWc41790,1982,Universidad de Barcelona,UDB02,no
XJz52242,1991,Universidad de Madrid,UDM01,si
gOY23057,1985,Universidad de Madrid,UDM01,si
Uss28403,1981,Universidad de Madrid,UDM01,no
Djh55006,1989,Universidad de Madrid,UDM01,si
KFv62226,1983,Universidad de Barcelona,UDB02,si
kQy13169,1984,Universidad de Madrid,UDM01,no
hnI92801,1981,Universidad de Madrid,UDM01,si
Fyj82470,1980,Universidad de La Laguna,ULL03,si
WrJ58927,1992,Universidad de Barcelona,UDB02,si
KQP83580,1997,Universidad de Madrid,UDM01,no
Vkm24173,1997,Universidad de Barcelona,UDB02,si
QhG11484,1981,Universidad de Madrid,UDM01,si
DSS12680,1998,Universidad de Barcelona,UDB02,no
iEV93834,1981,Universidad de La Laguna,ULL03,si
EUE04950,1996,Universidad de Barcelona,UDB02,si
eWI55647,1982,Universidad de Madrid,UDM01,no
bnZ60093,1997,Universidad de Barcelona,UDB02,si
KIK71507,1988,Universidad de La Laguna,ULL03,si
ONm60356,1984,Universidad de La Laguna,ULL03,no
CCZ38732,1985,Universidad de Madrid,UDM01,si
ZGH47965,1995,Universidad de Barcelona,UDB02,no
lSQ82177,1995,Universidad de La Laguna,ULL03,si
cma13230,1995,Universidad de Barcelona,UDB02,no
XlB38109,1986,Universidad de Barcelona,UDB02,no
Xrs44704,1988,Universidad de La Laguna,ULL03,si
KVR49051,1984,Universidad de Barcelona,UDB02,no
bbk08226,1981,Universidad de La Laguna,ULL03,no
KKL03157,1984,Universidad de La Laguna,ULL03,si
wMt99491,1999,Universidad de Madrid,UDM01,no
WED63338,1997,Universidad de Barcelona,UDB02,si
TQC00922,1996,Universidad de Madrid,UDM01,no
apD00542,1995,Universidad de Barcelona,UDB02,si
aRc65127,1982,Universidad de Madrid,UDM01,no
PHD46234,1996,Universidad de La Laguna,ULL03,no
glL40703,1987,Universidad de Madrid,UDM01,si
fJg91281,1991,Universidad de La Laguna,ULL03,no
EWs00335,1989,Universidad de La Laguna,ULL03,no
xJt39573,1986,Universidad de Madrid,UDM01,si
Ftn16873,1998,Universidad de Barcelona,UDB02,si
yRK68905,1982,Universidad de Madrid,UDM01,no
rPe12795,1980,Universidad de Barcelona,UDB02,si
VHx41919,1983,Universidad de Madrid,UDM01,no
KVd70638,1986,Universidad de La Laguna,ULL03,no
BjV34304,1984,Universidad de Madrid,UDM01,no
sar97068,1983,Universidad de Barcelona,UDB02,no
zuE99741,1988,Universidad de Madrid,UDM01,si
rIs20657,1997,Universidad de Madrid,UDM01,si
qxU57252,1984,Universidad de Barcelona,UDB02,si
kba07346,1994,Universidad de La Laguna,ULL03,no
FWN29370,1984,Universidad de Madrid,UDM01,no
nLf31748,1982,Universidad de La Laguna,ULL03,si
zrg26563,1990,Universidad de Madrid,UDM01,no
Tvz12675,1997,Universidad de Barcelona,UDB02,no
ifN46492,1987,Universidad de Madrid,UDM01,no
AzD91362,1996,Universidad de La Laguna,ULL03,si
NBN19251,1996,Universidad de Madrid,UDM01,no
iil05377,1986,Universidad de La Laguna,ULL03,no
hjD56237,1984,Universidad de La Laguna,ULL03,no
Nil18622,1993,Universidad de Barcelona,UDB02,no
FJA45719,1999,Universidad de Barcelona,UDB02,no
xxS06114,1988,Universidad de Barcelona,UDB02,si
cjj34368,1981,Universidad de Barcelona,UDB02,no
ZVy78964,1981,Universidad de Barcelona,UDB02,si
thz65907,1999,Universidad de Barcelona,UDB02,no
FCM65871,1997,Universidad de Madrid,UDM01,si
XTz63339,1993,Universidad de Barcelona,UDB02,no
KNw36296,1994,Universidad de Barcelona,UDB02,si
pTz14968,1992,Universidad de Barcelona,UDB02,no
pvH11026,1987,Universidad de Barcelona,UDB02,no
kpr98628,1999,Universidad de Madrid,UDM01,no
oPP75277,1981,Universidad de Barcelona,UDB02,si
SpH19734,1986,Universidad de Barcelona,UDB02,si
eye06487,1992,Universidad de La Laguna,ULL03,si
Msq56434,1991,Universidad de Barcelona,UDB02,no
cUh54546,1981,Universidad de Madrid,UDM01,no
Kxx74377,1995,Universidad de Madrid,UDM01,si
XMh97370,1993,Universidad de Madrid,UDM01,no
uWv74629,1999,Universidad de Madrid,UDM01,si
UJq89520,1989,Universidad de La Laguna,ULL03,no
oIS90851,1995,Universidad de Barcelona,UDB02,si
dYQ88675,1999,Universidad de Madrid,UDM01,no
wgQ80616,1985,Universidad de La Laguna,ULL03,no
fXS32060,1989,Universidad de Madrid,UDM01,si
yGb70528,1996,Universidad de La Laguna,ULL03,si
iTJ70467,1993,Universidad de La Laguna,ULL03,no
gCf66749,1983,Universidad de La Laguna,ULL03,no
Ach77270,1985,Universidad de Madrid,UDM01,no
HPS87270,1989,Universidad de Madrid,UDM01,no
pOR19627,1998,Universidad de Barcelona,UDB02,si
TJT88402,1990,Universidad de La Laguna,ULL03,no
fEP64266,1991,Universidad de La Laguna,ULL03,si
wcx32034,1984,Universidad de La Laguna,ULL03,si
SDy44154,1993,Universidad de Barcelona,UDB02,no
tUw80070,1995,Universidad de Madrid,UDM01,si
Kag67213,1989,Universidad de Barcelona,UDB02,si
erc34870,1986,Universidad de Madrid,UDM01,no
rAN57470,1994,Universidad de Barcelona,UDB02,si
XTw64916,1990,Universidad de Madrid,UDM01,si
vYp49888,1992,Universidad de Barcelona,UDB02,si
FiK27938,1997,Universidad de La Laguna,ULL03,si
BAe29198,1984,Universidad de Barcelona,UDB02,no
fsK05332,1989,Universidad de Barcelona,UDB02,no
WQH22719,1994,Universidad de Barcelona,UDB02,no
Lnz10398,1994,Universidad de La Laguna,ULL03,si
OPu38103,1991,Universidad de La Laguna,ULL03,si
DAh26327,1986,Universidad de Barcelona,UDB02,si
SGK54288,1984,Universidad de La Laguna,ULL03,no
Tax52452,1995,Universidad de La Laguna,ULL03,si
uht37650,1980,Universidad de La Laguna,ULL03,no
EYf69806,1984,Universidad de Madrid,UDM01,si
aPf44161,1994,Universidad de Madrid,UDM01,si
UQp87515,1997,Universidad de Madrid,UDM01,no
ftY85795,1987,Universidad de Barcelona,UDB02,si
AXI85315,1995,Universidad de La Laguna,ULL03,no
dGW03730,1995,Universidad de Barcelona,UDB02,si
EVZ30327,1992,Universidad de La Laguna,ULL03,si
scH72314,1980,Universidad de Barcelona,UDB02,no
NCo47269,1997,Universidad de La Laguna,ULL03,si
bek50943,1999,Universidad de Madrid,UDM01,no
MOk24385,1995,Universidad de La Laguna,ULL03,si
YvQ41218,1993,Universidad de Barcelona,UDB02,no
gCe56584,1994,Universidad de Barcelona,UDB02,no
wnK07025,1987,Universidad de Barcelona,UDB02,no
Hin40566,1981,Universidad de Madrid,UDM01,si
cXp67875,1998,Universidad de La Laguna,ULL03,si
JAN42653,1987,Universidad de La Laguna,ULL03,si
ATz62094,1998,Universidad de Madrid,UDM01,no
qQZ44735,1992,Universidad de Barcelona,UDB02,si
guy07666,1980,Universidad de Madrid,UDM01,no
ubo11435,1995,Universidad de Madrid,UDM01,si
GSU15204,1994,Universidad de Barcelona,UDB02,si
oUY90138,1997,Universidad de La Laguna,ULL03,si
RMY28399,1987,Universidad de Madrid,UDM01,no
WMm96436,1985,Universidad de Barcelona,UDB02,si
Jeo26254,1989,Universidad de La Laguna,ULL03,no
mkr03005,1990,Universidad de Barcelona,UDB02,no
YIW82280,1987,Universidad de Madrid,UDM01,si
Bep21974,1992,Universidad de Madrid,UDM01,si
seh73545,1989,Universidad de Barcelona,UDB02,si
ttw12422,1991,Universidad de La Laguna,ULL03,no
lbT85125,1991,Universidad de Madrid,UDM01,si
KLZ05695,1994,Universidad de La Laguna,ULL03,si
ltk35129,1995,Universidad de Barcelona,UDB02,si
tus18866,1997,Universidad de La Laguna,ULL03,no
FnZ47871,1990,Universidad de La Laguna,ULL03,no
MEN32261,1992,Universidad de Barcelona,UDB02,no
uGo45506,1994,Universidad de Barcelona,UDB02,si
RTk03683,1985,Universidad de La Laguna,ULL03,si
Yqu74376,1984,Universidad de Madrid,UDM01,si
yay84525,1980,Universidad de Barcelona,UDB02,no
ANS24438,1990,Universidad de Barcelona,UDB02,si
HNJ97986,1983,Universidad de Madrid,UDM01,si
aTz32283,1991,Universidad de La Laguna,ULL03,si
hyH12609,1986,Universidad de La Laguna,ULL03,no
Knk86195,1991,Universidad de Barcelona,UDB02,no
kte63660,1984,Universidad de La Laguna,ULL03,si
Hew13232,1980,Universidad de La Laguna,ULL03,si
OBP83957,1985,Universidad de La Laguna,ULL03,si
qbX99482,1983,Universidad de Madrid,UDM01,no
vzt44653,1986,Universidad de La Laguna,ULL03,no
xlz05532,1998,Universidad de La Laguna,ULL03,no
PbQ63728,1996,Universidad de Madrid,UDM01,no
vNZ04304,1983,Universidad de La Laguna,ULL03,no
Snv52371,1990,Universidad de La Laguna,ULL03,si
jKJ67588,1991,Universidad de Barcelona,UDB02,si
XrY50677,1991,Universidad de La Laguna,ULL03,no
xNl54416,1989,Universidad de Madrid,UDM01,no
dQY04312,1991,Universidad de La Laguna,ULL03,si
mqo14270,1981,Universidad de Madrid,UDM01,no
awi41075,1981,Universidad de La Laguna,ULL03,si
LmN12997,1996,Universidad de La Laguna,ULL03,si
jGS92657,1993,Universidad de Madrid,UDM01,si
dqf87153,1991,Universidad de La Laguna,ULL03,no
Pup67912,1987,Universidad de Madrid,UDM01,si
Zmy04703,1994,Universidad de La Laguna,ULL03,si
AZQ05825,1988,Universidad de Madrid,UDM01,no
Qll32798,1992,Universidad de Madrid,UDM01,no
ZWG69562,1997,Universidad de La Laguna,ULL03,si
fcD11629,1987,Universidad de Madrid,UDM01,si
WAe05728,1983,Universidad de Barcelona,UDB02,si
SJU08247,1997,Universidad de La Laguna,ULL03,no
tSl73039,1993,Universidad de Madrid,UDM01,si
pSW09898,1983,Universidad de Madrid,UDM01,no
vtU77124,1980,Universidad de Barcelona,UDB02,si
lxh47692,1984,Universidad de La Laguna,ULL03,si
MuL42482,1996,Universidad de La Laguna,ULL03,no
AhC39244,1993,Universidad de La Laguna,ULL03,si
OZr24248,1997,Universidad de Madrid,UDM01,si
fLf91198,1997,Universidad de Barcelona,UDB02,no
NTq36920,1997,Universidad de Barcelona,UDB02,no
JDo89353,1987,Universidad de Madrid,UDM01,no
sza39469,1996,Universidad de La Laguna,ULL03,no
hVy61674,1995,Universidad de La Laguna,ULL03,no
DnC31377,1984,Universidad de Madrid,UDM01,si
ILz65675,1983,Universidad de La Laguna,ULL03,no
wEx82255,1999,Universidad de Madrid,UDM01,no
kTl46100,1980,Universidad de Madrid,UDM01,si
dXV73757,1993,Universidad de La Laguna,ULL03,no
iao85637,1981,Universidad de Madrid,UDM01,si
AuR16364,1981,Universidad de La Laguna,ULL03,no
QrU01007,1984,Universidad de Madrid,UDM01,no
zLu46003,1988,Universidad de Barcelona,UDB02,si
ozK06054,1993,Universidad de Madrid,UDM01,no
Idy07581,1990,Universidad de Madrid,UDM01,si
FAY21368,1995,Universidad de Barcelona,UDB02,si
XVg17358,1990,Universidad de Barcelona,UDB02,no
VSC34779,1985,Universidad de La Laguna,ULL03,no
syk72986,1988,Universidad de Barcelona,UDB02,no
hCM95243,1998,Universidad de La Laguna,ULL03,si
JGO72360,1988,Universidad de Madrid,UDM01,si
Rzf24331,1995,Universidad de Madrid,UDM01,si
doi31418,1988,Universidad de Barcelona,UDB02,si
LMi82184,1981,Universidad de Madrid,UDM01,si
Ezj36106,1992,Universidad de Madrid,UDM01,si
hjW47692,1985,Universidad de Madrid,UDM01,no
FNG20874,1993,Universidad de Barcelona,UDB02,si
Lck43352,1989,Universidad de Madrid,UDM01,no
CiT44151,1995,Universidad de Madrid,UDM01,no
JwB43819,1988,Universidad de Madrid,UDM01,si
ARk46511,1983,Universidad de La Laguna,ULL03,no
ZHv28599,1996,Universidad de Madrid,UDM01,no
dsM05778,1984,Universidad de Barcelona,UDB02,no
oYT50860,1991,Universidad de Madrid,UDM01,si
azR95405,1983,Universidad de Barcelona,UDB02,no
pHn66646,1986,Universidad de Madrid,UDM01,si
swg00333,1992,Universidad de Madrid,UDM01,no
VDD83085,1984,Universidad de Madrid,UDM01,si
rzp01401,1985,Universidad de Madrid,UDM01,si
NFw52090,1995,Universidad de Madrid,UDM01,no
ZJe39674,1996,Universidad de Barcelona,UDB02,si
TqB24821,1997,Universidad de La Laguna,ULL03,no
fLx80155,1983,Universidad de Madrid,UDM01,si
Mef18415,1984,Universidad de Barcelona,UDB02,si
LNo41978,1996,Universidad de Madrid,UDM01,si
hvJ48157,1989,Universidad de Madrid,UDM01,no
HJl82129,1999,Universidad de Barcelona,UDB02,no
aCH77617,1992,Universidad de Barcelona,UDB02,si
Srb85414,1993,Universidad de La Laguna,ULL03,no
bHD20610,1992,Universidad de Barcelona,UDB02,si
klC15882,1983,Universidad de Barcelona,UDB02,si
kfT83017,1996,Universidad de Madrid,UDM01,si
OkX55973,1990,Universidad de Madrid,UDM01,no
VGo01945,1982,Universidad de Madrid,UDM01,si
stm23801,1994,Universidad de La Laguna,ULL03,si
Zax04316,1980,Universidad de La Laguna,ULL03,si
iER16842,1986,Universidad de Barcelona,UDB02,no
CiT82438,1995,Universidad de Madrid,UDM01,no
SaK73980,1987,Universidad de La Laguna,ULL03,no
bFn64505,1997,Universidad de Barcelona,UDB02,si
PyM33134,1995,Universidad de Madrid,UDM01,si
OIr17874,1994,Universidad de La Laguna,ULL03,no
WTS08828,1984,Universidad de La Laguna,ULL03,no
PzV87718,1989,Universidad de Madrid,UDM01,si
xEn58752,1985,Universidad de Barcelona,UDB02,si
eRV37154,1984,Universidad de Madrid,UDM01,si
HVw30125,1991,Universidad de Madrid,UDM01,no
LEG81724,1998,Universidad de Barcelona,UDB02,si
wri64855,1980,Universidad de La Laguna,ULL03,no
JDF38683,1997,Universidad de Barcelona,UDB02,si
xyv29867,1984,Universidad de Barcelona,UDB02,si
OHl48501,1990,Universidad de La Laguna,ULL03,si
Ibr39726,1990,Universidad de La Laguna,ULL03,si
VTq95854,1982,Universidad de Barcelona,UDB02,no
MkP92260,1993,Universidad de La Laguna,ULL03,no
AGg96165,1996,Universidad de Barcelona,UDB02,no
UvS55812,1983,Universidad de Barcelona,UDB02,si
YSK30107,1997,Universidad de Madrid,UDM01,no
BcB56930,1999,Universidad de Barcelona,UDB02,no
hcY63436,1988,Universidad de La Laguna,ULL03,si
kCt41609,1984,Universidad de Madrid,UDM01,si
WPN88448,1997,Universidad de Madrid,UDM01,no
oSk09271,1983,Universidad de Madrid,UDM01,si
owc91128,1994,Universidad de La Laguna,ULL03,no
xfY53806,1987,Universidad de La Laguna,ULL03,no
Qya01033,1995,Universidad de Madrid,UDM01,si
pTZ23885,1988,Universidad de La Laguna,ULL03,si
nLp50210,1992,Universidad de Madrid,UDM01,no
kmg67836,1983,Universidad de Barcelona,UDB02,si
WVb97432,1997,Universidad de La Laguna,ULL03,no
xtq15726,1989,Universidad de Madrid,UDM01,no
kha08980,1987,Universidad de Madrid,UDM01,no
baG37548,1991,Universidad de Barcelona,UDB02,no
FFh78022,1983,Universidad de Barcelona,UDB02,si
UNk20900,1994,Universidad de Barcelona,UDB02,si
giN41252,1995,Universidad de Madrid,UDM01,no
uNx80171,1999,Universidad de Madrid,UDM01,si
zuD84968,1993,Universidad de La Laguna,ULL03,no
bUP89249,1980,Universidad de Barcelona,UDB02,no
kBa78514,1996,Universidad de La Laguna,ULL03,no
TMp11621,1986,Universidad de Barcelona,UDB02,si
tvO16232,1981,Universidad de La Laguna,ULL03,si
UKd34199,1992,Universidad de La Laguna,ULL03,no
BvS55664,1987,Universidad de La Laguna,ULL03,no
IVT30221,1999,Universidad de Madrid,UDM01,no
IoV45045,1990,Universidad de Madrid,UDM01,no
XsB16336,1989,Universidad de La Laguna,ULL03,no
Cbg40049,1993,Universidad de Barcelona,UDB02,si
gzy96453,1982,Universidad de Barcelona,UDB02,si
wXA09474,1994,Universidad de Madrid,UDM01,no
ZDB61939,1984,Universidad de Barcelona,UDB02,si
tZS78687,1990,Universidad de Barcelona,UDB02,si
ZIb87832,1989,Universidad de Barcelona,UDB02,si
SJa79554,1995,Universidad de Madrid,UDM01,si
jJM52650,1994,Universidad de La Laguna,ULL03,no
KwK11933,1987,Universidad de La Laguna,ULL03,no
Syq29539,1998,Universidad de La Laguna,ULL03,si
mpA11115,1996,Universidad de La Laguna,ULL03,si
Vdi38505,1983,Universidad de Madrid,UDM01,si
Pdi85121,1981,Universidad de Madrid,UDM01,no
BwE64226,1992,Universidad de Barcelona,UDB02,si
XCQ80341,1993,Universidad de Madrid,UDM01,no
Sob81560,1982,Universidad de Barcelona,UDB02,no
aLU47276,1993,Universidad de Barcelona,UDB02,si
TJi56063,1992,Universidad de Madrid,UDM01,si
oNA08205,1982,Universidad de Madrid,UDM01,si
Jnw98059,1997,Universidad de Madrid,UDM01,no
rKS23218,1987,Universidad de Madrid,UDM01,si
QIY23214,1985,Universidad de La Laguna,ULL03,si
RUb57893,1990,Universidad de La Laguna,ULL03,no
zTB52304,1991,Universidad de Madrid,UDM01,si
nrx27661,1983,Universidad de Barcelona,UDB02,si
ENt19878,1996,Universidad de Madrid,UDM01,si
QdD65260,1990,Universidad de La Laguna,ULL03,no
QRO81372,1988,Universidad de Madrid,UDM01,si
