indice,ambito_isced,cod_plan,cod_mec,curso_aca,municipio,nacionalidad,nuevo_ingreso,provincia,rama,sexo,titulacion,nombre_plan_propio,universidad,cod_universidad,cod_tipo_matricula,tipo_matricula,id
6320,IS35,PLAN983cq,MEC00,2018/2019,Salamanca,Sudán del Sur,no,Lugo,Ingeniería y Tecnología,Masculino,Ingeniería Informática,rem,Universidad de Barcelona,UDB02,T95,corporis,Jfa91319
6321,IS78,PLAN983cq,MEC63,2019/2020,Salamanca,Sudán del Sur,no,Lugo,Ingeniería y Tecnología,Masculino,Ingeniería Informática,rem,Universidad de Barcelona,UDB02,T95,corporis,Jfa91319
6322,IS47,PLAN983cq,MEC03,2023/2024,Toledo,Costa Rica,si,Asturias,Ingeniería y Tecnología,Femenino,Ingeniería Informática,neque,Universidad de Barcelona,UDB02,T01,quo,GbK01871
6323,IS61,PLAN983cq,MEC16,2022/2023,Toledo,Costa Rica,no,Asturias,Ingeniería y Tecnología,Femenino,Ingeniería Informática,neque,Universidad de Barcelona,UDB02,T01,quo,GbK01871
6324,IS87,PLAN485Fi,MEC64,2022/2023,Castellón,Palau,si,Cáceres,Ciencias Sociales y Jurídicas,Masculino,Derecho,voluptatem,Universidad de Barcelona,UDB02,T94,iste,CuK38725
6325,IS25,PLAN485Fi,MEC55,2021/2022,Castellón,Palau,no,Cáceres,Ciencias Sociales y Jurídicas,Masculino,Derecho,voluptatem,Universidad de Barcelona,UDB02,T94,iste,CuK38725
6326,IS73,PLAN485Fi,MEC60,2021/2022,Albacete,España,si,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nostrum,Universidad de Madrid,UDM01,T11,repudiandae,nRz97496
6327,IS44,PLAN485Fi,MEC92,2022/2023,Albacete,España,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nostrum,Universidad de Madrid,UDM01,T11,repudiandae,nRz97496
6328,IS67,PLAN485Fi,MEC06,2017/2018,Albacete,España,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nostrum,Universidad de Madrid,UDM01,T11,repudiandae,nRz97496
6329,IS92,PLAN485Fi,MEC43,2020/2021,Albacete,España,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nostrum,Universidad de Madrid,UDM01,T11,repudiandae,nRz97496
6330,IS64,PLAN485Fi,MEC72,2019/2020,Albacete,España,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,nostrum,Universidad de Madrid,UDM01,T11,repudiandae,nRz97496
6331,IS50,PLAN367gw,MEC44,2023/2024,Girona,Irlanda,si,Las Palmas,Ciencias de la Salud,Femenino,Medicina,eaque,Universidad de Madrid,UDM01,T85,repudiandae,VMY66311
6332,IS80,PLAN367gw,MEC98,2019/2020,Girona,Irlanda,no,Las Palmas,Ciencias de la Salud,Femenino,Medicina,eaque,Universidad de Madrid,UDM01,T85,repudiandae,VMY66311
6333,IS01,PLAN367gw,MEC71,2020/2021,Girona,Irlanda,no,Las Palmas,Ciencias de la Salud,Femenino,Medicina,eaque,Universidad de Madrid,UDM01,T85,repudiandae,VMY66311
6334,IS90,PLAN367gw,MEC14,2017/2018,Girona,Irlanda,no,Las Palmas,Ciencias de la Salud,Femenino,Medicina,eaque,Universidad de Madrid,UDM01,T85,repudiandae,VMY66311
6335,IS14,PLAN485Fi,MEC65,2021/2022,Madrid,Islandia,si,Cantabria,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de La Laguna,ULL03,T94,eaque,rGi81780
6336,IS10,PLAN485Fi,MEC82,2023/2024,Madrid,Islandia,no,Cantabria,Ciencias Sociales y Jurídicas,Masculino,Derecho,quibusdam,Universidad de La Laguna,ULL03,T94,eaque,rGi81780
6337,IS57,PLAN367gw,MEC25,2022/2023,Guadalajara,Malta,si,Salamanca,Ciencias de la Salud,Femenino,Medicina,laboriosam,Universidad de La Laguna,ULL03,T02,cumque,caV73523
6338,IS73,PLAN367gw,MEC34,2018/2019,Guadalajara,Malta,no,Salamanca,Ciencias de la Salud,Femenino,Medicina,laboriosam,Universidad de La Laguna,ULL03,T02,cumque,caV73523
6339,IS31,PLAN367gw,MEC51,2022/2023,Pontevedra,Mongolia,si,Salamanca,Ciencias de la Salud,Femenino,Medicina,eligendi,Universidad de Barcelona,UDB02,T23,cupiditate,xbu16855
6340,IS82,PLAN367gw,MEC93,2023/2024,Pontevedra,Mongolia,no,Salamanca,Ciencias de la Salud,Femenino,Medicina,eligendi,Universidad de Barcelona,UDB02,T23,cupiditate,xbu16855
6341,IS65,PLAN983cq,MEC52,2023/2024,Murcia,República Árabe Siria,si,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,tempore,Universidad de Barcelona,UDB02,T49,eligendi,YUI98984
6342,IS25,PLAN485Fi,MEC52,2022/2023,Zaragoza,Argentina,si,Almería,Ciencias Sociales y Jurídicas,Masculino,Derecho,porro,Universidad de Barcelona,UDB02,T74,fuga,QUX88121
6343,IS50,PLAN485Fi,MEC68,2023/2024,Zaragoza,Argentina,no,Almería,Ciencias Sociales y Jurídicas,Masculino,Derecho,porro,Universidad de Barcelona,UDB02,T74,fuga,QUX88121
6344,IS93,PLAN485Fi,MEC90,2020/2021,Zaragoza,Argentina,no,Almería,Ciencias Sociales y Jurídicas,Masculino,Derecho,porro,Universidad de Barcelona,UDB02,T74,fuga,QUX88121
6345,IS30,PLAN485Fi,MEC67,2021/2022,Zaragoza,Argentina,no,Almería,Ciencias Sociales y Jurídicas,Masculino,Derecho,porro,Universidad de Barcelona,UDB02,T74,fuga,QUX88121
6346,IS58,PLAN485Fi,MEC55,2021/2022,Soria,Etiopía,si,Pontevedra,Ciencias Sociales y Jurídicas,Masculino,Derecho,sunt,Universidad de Barcelona,UDB02,T95,vero,Txi95354
6347,IS99,PLAN485Fi,MEC07,2020/2021,Soria,Etiopía,no,Pontevedra,Ciencias Sociales y Jurídicas,Masculino,Derecho,sunt,Universidad de Barcelona,UDB02,T95,vero,Txi95354
6348,IS33,PLAN485Fi,MEC60,2018/2019,Soria,Etiopía,no,Pontevedra,Ciencias Sociales y Jurídicas,Masculino,Derecho,sunt,Universidad de Barcelona,UDB02,T95,vero,Txi95354
6349,IS74,PLAN485Fi,MEC52,2022/2023,Soria,Etiopía,no,Pontevedra,Ciencias Sociales y Jurídicas,Masculino,Derecho,sunt,Universidad de Barcelona,UDB02,T95,vero,Txi95354
6350,IS46,PLAN485Fi,MEC16,2019/2020,Soria,Etiopía,no,Pontevedra,Ciencias Sociales y Jurídicas,Masculino,Derecho,sunt,Universidad de Barcelona,UDB02,T95,vero,Txi95354
6351,IS24,PLAN983cq,MEC68,2023/2024,Vizcaya,Rumania,si,Santa Cruz de Tenerife,Ingeniería y Tecnología,Masculino,Ingeniería Informática,aliquid,Universidad de Barcelona,UDB02,T07,itaque,NcD17322
6352,IS84,PLAN983cq,MEC61,2017/2018,Vizcaya,Rumania,no,Santa Cruz de Tenerife,Ingeniería y Tecnología,Masculino,Ingeniería Informática,aliquid,Universidad de Barcelona,UDB02,T07,itaque,NcD17322
6353,IS74,PLAN983cq,MEC92,2018/2019,Vizcaya,Rumania,no,Santa Cruz de Tenerife,Ingeniería y Tecnología,Masculino,Ingeniería Informática,aliquid,Universidad de Barcelona,UDB02,T07,itaque,NcD17322
6354,IS51,PLAN983cq,MEC04,2019/2020,Vizcaya,Rumania,no,Santa Cruz de Tenerife,Ingeniería y Tecnología,Masculino,Ingeniería Informática,aliquid,Universidad de Barcelona,UDB02,T07,itaque,NcD17322
6355,IS66,PLAN180hL,MEC53,2019/2020,Girona,Armenia,si,Castellón,Humanidades,Masculino,Historia,minus,Universidad de La Laguna,ULL03,T61,soluta,mEW55486
6356,IS79,PLAN180hL,MEC27,2018/2019,Girona,Armenia,no,Castellón,Humanidades,Masculino,Historia,minus,Universidad de La Laguna,ULL03,T61,soluta,mEW55486
6357,IS94,PLAN180hL,MEC01,2022/2023,Ceuta,Panamá,si,Madrid,Humanidades,Masculino,Historia,modi,Universidad de Barcelona,UDB02,T30,id,AYy65071
6358,IS56,PLAN180hL,MEC01,2021/2022,Ceuta,Panamá,no,Madrid,Humanidades,Masculino,Historia,modi,Universidad de Barcelona,UDB02,T30,id,AYy65071
6359,IS10,PLAN180hL,MEC41,2020/2021,Ceuta,Panamá,no,Madrid,Humanidades,Masculino,Historia,modi,Universidad de Barcelona,UDB02,T30,id,AYy65071
6360,IS80,PLAN180hL,MEC84,2017/2018,Ceuta,Panamá,no,Madrid,Humanidades,Masculino,Historia,modi,Universidad de Barcelona,UDB02,T30,id,AYy65071
6361,IS74,PLAN485Fi,MEC33,2017/2018,Cantabria,Sudán,si,Vizcaya,Ciencias Sociales y Jurídicas,Masculino,Derecho,nemo,Universidad de Madrid,UDM01,T94,aliquam,Ovg98884
6362,IS60,PLAN485Fi,MEC62,2019/2020,Albacete,Turquía,si,Murcia,Ciencias Sociales y Jurídicas,Masculino,Derecho,doloribus,Universidad de La Laguna,ULL03,T59,doloremque,knU31822
6363,IS63,PLAN485Fi,MEC56,2020/2021,Albacete,Turquía,no,Murcia,Ciencias Sociales y Jurídicas,Masculino,Derecho,doloribus,Universidad de La Laguna,ULL03,T59,doloremque,knU31822
6364,IS29,PLAN180hL,MEC70,2018/2019,Huesca,Djibouti,si,Sevilla,Humanidades,Masculino,Historia,qui,Universidad de La Laguna,ULL03,T45,exercitationem,Jcd59005
6365,IS75,PLAN180hL,MEC10,2021/2022,Huesca,Djibouti,no,Sevilla,Humanidades,Masculino,Historia,qui,Universidad de La Laguna,ULL03,T45,exercitationem,Jcd59005
6366,IS59,PLAN180hL,MEC66,2023/2024,Huesca,Djibouti,no,Sevilla,Humanidades,Masculino,Historia,qui,Universidad de La Laguna,ULL03,T45,exercitationem,Jcd59005
6367,IS12,PLAN485Fi,MEC39,2019/2020,Teruel,Tuvalu,si,Las Palmas,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T86,excepturi,jUw33356
6368,IS87,PLAN485Fi,MEC83,2020/2021,Teruel,Tuvalu,no,Las Palmas,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T86,excepturi,jUw33356
6369,IS38,PLAN485Fi,MEC47,2017/2018,Teruel,Tuvalu,no,Las Palmas,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T86,excepturi,jUw33356
6370,IS30,PLAN485Fi,MEC23,2023/2024,Teruel,Tuvalu,no,Las Palmas,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T86,excepturi,jUw33356
6371,IS26,PLAN485Fi,MEC27,2018/2019,Teruel,Tuvalu,no,Las Palmas,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T86,excepturi,jUw33356
6372,IS96,PLAN983cq,MEC79,2018/2019,Alicante,Noruega,si,Tarragona,Ingeniería y Tecnología,Masculino,Ingeniería Informática,hic,Universidad de La Laguna,ULL03,T02,neque,bfI04485
6373,IS94,PLAN367gw,MEC00,2022/2023,Álava,Cuba,si,Baleares,Ciencias de la Salud,Femenino,Medicina,odio,Universidad de La Laguna,ULL03,T46,placeat,mEa29549
6374,IS67,PLAN180hL,MEC12,2023/2024,Castellón,República de Moldova,si,Pontevedra,Humanidades,Masculino,Historia,deserunt,Universidad de La Laguna,ULL03,T82,ut,LHk83916
6375,IS71,PLAN180hL,MEC42,2021/2022,Castellón,República de Moldova,no,Pontevedra,Humanidades,Masculino,Historia,deserunt,Universidad de La Laguna,ULL03,T82,ut,LHk83916
6376,IS74,PLAN180hL,MEC86,2020/2021,Castellón,República de Moldova,no,Pontevedra,Humanidades,Masculino,Historia,deserunt,Universidad de La Laguna,ULL03,T82,ut,LHk83916
6377,IS83,PLAN367gw,MEC80,2017/2018,Badajoz,Bosnia y Herzegovina,si,Santa Cruz de Tenerife,Ciencias de la Salud,Femenino,Medicina,sit,Universidad de La Laguna,ULL03,T47,odit,QOV68799
6378,IS56,PLAN367gw,MEC73,2022/2023,Badajoz,Bosnia y Herzegovina,no,Santa Cruz de Tenerife,Ciencias de la Salud,Femenino,Medicina,sit,Universidad de La Laguna,ULL03,T47,odit,QOV68799
6379,IS18,PLAN485Fi,MEC84,2023/2024,Almería,Tailandia,si,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,sint,Universidad de La Laguna,ULL03,T59,nobis,sni13576
6380,IS56,PLAN485Fi,MEC82,2018/2019,Almería,Tailandia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,sint,Universidad de La Laguna,ULL03,T59,nobis,sni13576
6381,IS27,PLAN485Fi,MEC15,2021/2022,Almería,Tailandia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,sint,Universidad de La Laguna,ULL03,T59,nobis,sni13576
6382,IS70,PLAN485Fi,MEC13,2019/2020,Almería,Tailandia,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,sint,Universidad de La Laguna,ULL03,T59,nobis,sni13576
6383,IS52,PLAN485Fi,MEC76,2019/2020,Ceuta,Argentina,si,Cáceres,Ciencias Sociales y Jurídicas,Masculino,Derecho,repellendus,Universidad de Madrid,UDM01,T76,repellat,wdu63551
6384,IS49,PLAN485Fi,MEC37,2021/2022,Ceuta,Argentina,no,Cáceres,Ciencias Sociales y Jurídicas,Masculino,Derecho,repellendus,Universidad de Madrid,UDM01,T76,repellat,wdu63551
6385,IS46,PLAN485Fi,MEC62,2019/2020,Málaga,Yemen,si,Ávila,Ciencias Sociales y Jurídicas,Femenino,Derecho,aliquam,Universidad de Barcelona,UDB02,T17,sapiente,Nac75300
6386,IS33,PLAN983cq,MEC19,2018/2019,Cádiz,Dinamarca,si,Lugo,Ingeniería y Tecnología,Femenino,Ingeniería Informática,fuga,Universidad de Barcelona,UDB02,T17,minima,hwG27790
6387,IS14,PLAN983cq,MEC54,2021/2022,Vizcaya,Mongolia,si,Navarra,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Madrid,UDM01,T33,repudiandae,pIM58853
6388,IS33,PLAN983cq,MEC70,2023/2024,Vizcaya,Mongolia,no,Navarra,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Madrid,UDM01,T33,repudiandae,pIM58853
6389,IS59,PLAN983cq,MEC80,2019/2020,Vizcaya,Mongolia,no,Navarra,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Madrid,UDM01,T33,repudiandae,pIM58853
6390,IS45,PLAN983cq,MEC42,2022/2023,Vizcaya,Mongolia,no,Navarra,Ingeniería y Tecnología,Masculino,Ingeniería Informática,quos,Universidad de Madrid,UDM01,T33,repudiandae,pIM58853
6391,IS14,PLAN367gw,MEC35,2020/2021,Toledo,India,si,Zaragoza,Ciencias de la Salud,Femenino,Medicina,distinctio,Universidad de Madrid,UDM01,T97,odio,DmG02054
6392,IS77,PLAN367gw,MEC69,2023/2024,Toledo,India,no,Zaragoza,Ciencias de la Salud,Femenino,Medicina,distinctio,Universidad de Madrid,UDM01,T97,odio,DmG02054
6393,IS21,PLAN485Fi,MEC95,2023/2024,Tarragona,Islas Salomón,si,Ourense,Ciencias Sociales y Jurídicas,Masculino,Derecho,deleniti,Universidad de Madrid,UDM01,T93,officiis,phF84310
6394,IS92,PLAN485Fi,MEC79,2019/2020,Tarragona,Islas Salomón,no,Ourense,Ciencias Sociales y Jurídicas,Masculino,Derecho,deleniti,Universidad de Madrid,UDM01,T93,officiis,phF84310
6395,IS73,PLAN485Fi,MEC31,2020/2021,Tarragona,Islas Salomón,no,Ourense,Ciencias Sociales y Jurídicas,Masculino,Derecho,deleniti,Universidad de Madrid,UDM01,T93,officiis,phF84310
6396,IS50,PLAN180hL,MEC41,2019/2020,Albacete,Benin,si,Ceuta,Humanidades,Masculino,Historia,aliquam,Universidad de La Laguna,ULL03,T19,ipsum,PdV06030
6397,IS66,PLAN180hL,MEC68,2023/2024,Albacete,Benin,no,Ceuta,Humanidades,Masculino,Historia,aliquam,Universidad de La Laguna,ULL03,T19,ipsum,PdV06030
6398,IS99,PLAN983cq,MEC32,2017/2018,Huesca,Paraguay,si,Almería,Ingeniería y Tecnología,Masculino,Ingeniería Informática,at,Universidad de La Laguna,ULL03,T16,quisquam,jFC81664
6399,IS92,PLAN180hL,MEC61,2022/2023,Ávila,Malawi,si,Málaga,Humanidades,Femenino,Historia,neque,Universidad de La Laguna,ULL03,T44,repudiandae,Pcv93345
6400,IS44,PLAN180hL,MEC18,2020/2021,Ávila,Malawi,no,Málaga,Humanidades,Femenino,Historia,neque,Universidad de La Laguna,ULL03,T44,repudiandae,Pcv93345
6401,IS92,PLAN180hL,MEC07,2019/2020,Ávila,Malawi,no,Málaga,Humanidades,Femenino,Historia,neque,Universidad de La Laguna,ULL03,T44,repudiandae,Pcv93345
6402,IS39,PLAN180hL,MEC88,2021/2022,Ávila,Malawi,no,Málaga,Humanidades,Femenino,Historia,neque,Universidad de La Laguna,ULL03,T44,repudiandae,Pcv93345
6403,IS38,PLAN367gw,MEC54,2023/2024,Las Palmas,Benin,si,Alicante,Ciencias de la Salud,Femenino,Medicina,dolore,Universidad de Madrid,UDM01,T58,error,Kyg74287
6404,IS06,PLAN485Fi,MEC39,2022/2023,Burgos,Alemania,si,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,saepe,Universidad de La Laguna,ULL03,T28,officia,vAp85297
6405,IS74,PLAN485Fi,MEC53,2023/2024,Burgos,Alemania,no,Valladolid,Ciencias Sociales y Jurídicas,Masculino,Derecho,saepe,Universidad de La Laguna,ULL03,T28,officia,vAp85297
6406,IS88,PLAN485Fi,MEC38,2018/2019,Burgos,Tailandia,si,Valladolid,Ciencias Sociales y Jurídicas,Femenino,Derecho,voluptates,Universidad de La Laguna,ULL03,T00,possimus,uWt42757
6407,IS97,PLAN367gw,MEC88,2021/2022,Albacete,Kirguistán,si,Barcelona,Ciencias de la Salud,Femenino,Medicina,harum,Universidad de Barcelona,UDB02,T91,dolorum,zud55913
6408,IS33,PLAN367gw,MEC92,2020/2021,Albacete,Kirguistán,no,Barcelona,Ciencias de la Salud,Femenino,Medicina,harum,Universidad de Barcelona,UDB02,T91,dolorum,zud55913
6409,IS81,PLAN367gw,MEC02,2023/2024,Albacete,Kirguistán,no,Barcelona,Ciencias de la Salud,Femenino,Medicina,harum,Universidad de Barcelona,UDB02,T91,dolorum,zud55913
6410,IS68,PLAN367gw,MEC96,2019/2020,Albacete,Kirguistán,no,Barcelona,Ciencias de la Salud,Femenino,Medicina,harum,Universidad de Barcelona,UDB02,T91,dolorum,zud55913
6411,IS41,PLAN367gw,MEC46,2022/2023,Albacete,Kirguistán,no,Barcelona,Ciencias de la Salud,Femenino,Medicina,harum,Universidad de Barcelona,UDB02,T91,dolorum,zud55913
6412,IS40,PLAN983cq,MEC74,2017/2018,Málaga,Kirguistán,si,La Coruña,Ingeniería y Tecnología,Femenino,Ingeniería Informática,unde,Universidad de La Laguna,ULL03,T56,sit,BaX81960
6413,IS95,PLAN983cq,MEC98,2018/2019,Málaga,Kirguistán,no,La Coruña,Ingeniería y Tecnología,Femenino,Ingeniería Informática,unde,Universidad de La Laguna,ULL03,T56,sit,BaX81960
6414,IS48,PLAN485Fi,MEC81,2018/2019,Toledo,Sri Lanka,si,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,iure,Universidad de Barcelona,UDB02,T80,magnam,zgu38881
6415,IS15,PLAN485Fi,MEC91,2022/2023,Toledo,Sri Lanka,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,iure,Universidad de Barcelona,UDB02,T80,magnam,zgu38881
6416,IS67,PLAN485Fi,MEC43,2020/2021,Toledo,Sri Lanka,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,iure,Universidad de Barcelona,UDB02,T80,magnam,zgu38881
6417,IS18,PLAN485Fi,MEC81,2023/2024,Toledo,Sri Lanka,no,Almería,Ciencias Sociales y Jurídicas,Femenino,Derecho,iure,Universidad de Barcelona,UDB02,T80,magnam,zgu38881
6418,IS90,PLAN180hL,MEC48,2017/2018,Navarra,Serbia,si,Cádiz,Humanidades,Masculino,Historia,iusto,Universidad de Madrid,UDM01,T68,veniam,pTe69508
6419,IS86,PLAN180hL,MEC18,2023/2024,Navarra,Serbia,no,Cádiz,Humanidades,Masculino,Historia,iusto,Universidad de Madrid,UDM01,T68,veniam,pTe69508
6420,IS50,PLAN180hL,MEC38,2021/2022,Navarra,Serbia,no,Cádiz,Humanidades,Masculino,Historia,iusto,Universidad de Madrid,UDM01,T68,veniam,pTe69508
6421,IS61,PLAN180hL,MEC48,2019/2020,Navarra,Serbia,no,Cádiz,Humanidades,Masculino,Historia,iusto,Universidad de Madrid,UDM01,T68,veniam,pTe69508
6422,IS88,PLAN180hL,MEC86,2020/2021,Navarra,Serbia,no,Cádiz,Humanidades,Masculino,Historia,iusto,Universidad de Madrid,UDM01,T68,veniam,pTe69508
6423,IS36,PLAN485Fi,MEC97,2020/2021,Guadalajara,San Marino,si,Albacete,Ciencias Sociales y Jurídicas,Femenino,Derecho,cupiditate,Universidad de La Laguna,ULL03,T07,fuga,sQa24646
6424,IS03,PLAN485Fi,MEC55,2023/2024,Ceuta,Kenya,si,Teruel,Ciencias Sociales y Jurídicas,Femenino,Derecho,omnis,Universidad de Madrid,UDM01,T36,perferendis,DtC94822
6425,IS09,PLAN485Fi,MEC87,2017/2018,Ceuta,Kenya,no,Teruel,Ciencias Sociales y Jurídicas,Femenino,Derecho,omnis,Universidad de Madrid,UDM01,T36,perferendis,DtC94822
6426,IS99,PLAN485Fi,MEC80,2017/2018,Segovia,Arabia Saudita,si,Huelva,Ciencias Sociales y Jurídicas,Femenino,Derecho,perspiciatis,Universidad de La Laguna,ULL03,T69,consequuntur,fQK16457
6427,IS41,PLAN485Fi,MEC75,2020/2021,Segovia,Arabia Saudita,no,Huelva,Ciencias Sociales y Jurídicas,Femenino,Derecho,perspiciatis,Universidad de La Laguna,ULL03,T69,consequuntur,fQK16457
6428,IS69,PLAN485Fi,MEC68,2021/2022,Segovia,Arabia Saudita,no,Huelva,Ciencias Sociales y Jurídicas,Femenino,Derecho,perspiciatis,Universidad de La Laguna,ULL03,T69,consequuntur,fQK16457
6429,IS31,PLAN485Fi,MEC82,2023/2024,Segovia,Arabia Saudita,no,Huelva,Ciencias Sociales y Jurídicas,Femenino,Derecho,perspiciatis,Universidad de La Laguna,ULL03,T69,consequuntur,fQK16457
6430,IS50,PLAN485Fi,MEC66,2021/2022,La Coruña,Islas Marshall,si,Tarragona,Ciencias Sociales y Jurídicas,Femenino,Derecho,recusandae,Universidad de Madrid,UDM01,T46,asperiores,nPD44320
6431,IS43,PLAN485Fi,MEC71,2018/2019,La Coruña,Islas Marshall,no,Tarragona,Ciencias Sociales y Jurídicas,Femenino,Derecho,recusandae,Universidad de Madrid,UDM01,T46,asperiores,nPD44320
6432,IS76,PLAN485Fi,MEC94,2023/2024,La Coruña,Islas Marshall,no,Tarragona,Ciencias Sociales y Jurídicas,Femenino,Derecho,recusandae,Universidad de Madrid,UDM01,T46,asperiores,nPD44320
6433,IS84,PLAN485Fi,MEC07,2020/2021,La Coruña,Islas Marshall,no,Tarragona,Ciencias Sociales y Jurídicas,Femenino,Derecho,recusandae,Universidad de Madrid,UDM01,T46,asperiores,nPD44320
6434,IS45,PLAN485Fi,MEC03,2017/2018,La Coruña,Islas Marshall,no,Tarragona,Ciencias Sociales y Jurídicas,Femenino,Derecho,recusandae,Universidad de Madrid,UDM01,T46,asperiores,nPD44320
6435,IS82,PLAN983cq,MEC82,2017/2018,Badajoz,Timor-Leste,si,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T32,eos,hKW05357
6436,IS08,PLAN983cq,MEC40,2021/2022,Badajoz,Timor-Leste,no,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T32,eos,hKW05357
6437,IS55,PLAN983cq,MEC94,2019/2020,Badajoz,Timor-Leste,no,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T32,eos,hKW05357
6438,IS99,PLAN983cq,MEC48,2023/2024,Badajoz,Timor-Leste,no,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T32,eos,hKW05357
6439,IS26,PLAN983cq,MEC94,2018/2019,Badajoz,Timor-Leste,no,Soria,Ingeniería y Tecnología,Masculino,Ingeniería Informática,deserunt,Universidad de Madrid,UDM01,T32,eos,hKW05357
6440,IS68,PLAN180hL,MEC62,2018/2019,Cantabria,Iraq,si,Murcia,Humanidades,Masculino,Historia,quos,Universidad de Madrid,UDM01,T87,ex,zfU34135
6441,IS21,PLAN367gw,MEC63,2019/2020,Vizcaya,Djibouti,si,Ceuta,Ciencias de la Salud,Masculino,Medicina,necessitatibus,Universidad de Madrid,UDM01,T43,repudiandae,DUl04645
6442,IS39,PLAN367gw,MEC92,2022/2023,Vizcaya,Djibouti,no,Ceuta,Ciencias de la Salud,Masculino,Medicina,necessitatibus,Universidad de Madrid,UDM01,T43,repudiandae,DUl04645
6443,IS45,PLAN367gw,MEC60,2021/2022,Vizcaya,Djibouti,no,Ceuta,Ciencias de la Salud,Masculino,Medicina,necessitatibus,Universidad de Madrid,UDM01,T43,repudiandae,DUl04645
6444,IS25,PLAN485Fi,MEC48,2022/2023,Ávila,Eslovenia,si,Álava,Ciencias Sociales y Jurídicas,Masculino,Derecho,atque,Universidad de La Laguna,ULL03,T31,dicta,cgT91929
6445,IS78,PLAN485Fi,MEC77,2019/2020,Ávila,Eslovenia,no,Álava,Ciencias Sociales y Jurídicas,Masculino,Derecho,atque,Universidad de La Laguna,ULL03,T31,dicta,cgT91929
6446,IS95,PLAN485Fi,MEC05,2020/2021,Ávila,Eslovenia,no,Álava,Ciencias Sociales y Jurídicas,Masculino,Derecho,atque,Universidad de La Laguna,ULL03,T31,dicta,cgT91929
6447,IS59,PLAN485Fi,MEC10,2017/2018,Ávila,Eslovenia,no,Álava,Ciencias Sociales y Jurídicas,Masculino,Derecho,atque,Universidad de La Laguna,ULL03,T31,dicta,cgT91929
6448,IS67,PLAN180hL,MEC33,2017/2018,Huelva,Finlandia,si,Cuenca,Humanidades,Femenino,Historia,beatae,Universidad de Barcelona,UDB02,T53,corporis,jiu83093
6449,IS91,PLAN180hL,MEC35,2019/2020,Huelva,Finlandia,no,Cuenca,Humanidades,Femenino,Historia,beatae,Universidad de Barcelona,UDB02,T53,corporis,jiu83093
6450,IS40,PLAN180hL,MEC34,2020/2021,Huelva,Finlandia,no,Cuenca,Humanidades,Femenino,Historia,beatae,Universidad de Barcelona,UDB02,T53,corporis,jiu83093
6451,IS96,PLAN180hL,MEC31,2023/2024,Huelva,Finlandia,no,Cuenca,Humanidades,Femenino,Historia,beatae,Universidad de Barcelona,UDB02,T53,corporis,jiu83093
6452,IS15,PLAN180hL,MEC55,2021/2022,Huelva,Finlandia,no,Cuenca,Humanidades,Femenino,Historia,beatae,Universidad de Barcelona,UDB02,T53,corporis,jiu83093
6453,IS69,PLAN983cq,MEC60,2018/2019,Salamanca,Hungría,si,Valencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,nobis,Universidad de La Laguna,ULL03,T09,perspiciatis,YUs84453
6454,IS90,PLAN983cq,MEC69,2023/2024,Salamanca,Hungría,no,Valencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,nobis,Universidad de La Laguna,ULL03,T09,perspiciatis,YUs84453
